ID,Species,Source,Sex,Site,Lat,Lon,Date,Observation,BM,SVL,Tail,BP,TP,FLP,HLP,ILL,TestesW,TestesL,TestesM,Follicules,FolliculesM,ClutchM,FolliculeD,FatBody
659,merianae,live,male,B,NA,NA,10/26/2011,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,rufescens,hunted,male,B,NA,NA,11/2/2011,NA,1.8,40,45.5,26,16.5,8,12,18.5,NA,NA,NA,NA,NA,NA,NA,38.69
661,merianae,hunted.longcautivity,male,B,NA,NA,10/26/2011,NA,3.5,46,66,33,19,9,14.5,20.5,NA,NA,NA,NA,NA,NA,NA,98.09
662,merianae,hunted.longcautivity,male,B,NA,NA,10/26/2011,NA,2.2,39,50,26,16,7.5,11.5,19,NA,NA,NA,NA,NA,NA,NA,65.37
663,merianae,hunted,male,B,NA,NA,10/26/2011,NA,2.45,42.5,52,27,17,8,12,19,NA,NA,NA,NA,NA,NA,NA,114.35
664,rufescens,hunted.longcautivity,male,F,NA,NA,11/2/2011,NA,2.85,45,41,28,18,9,13,24,NA,NA,NA,NA,NA,NA,NA,98.47
665,rufescens,hunted,male,E,NA,NA,11/2/2011,NA,1.8,39,56,23,16.5,7.5,12,22,NA,NA,NA,NA,NA,NA,NA,34.08
666,rufescens,hunted,male,E,NA,NA,11/2/2011,NA,3.3,43.5,52,32,19.5,9,14.5,19,NA,NA,NA,NA,NA,NA,NA,109.5
667,rufescens,hunted,male,E,NA,NA,11/2/2011,NA,2.85,40.5,70,25.5,16.5,7.5,12,18,NA,NA,NA,NA,NA,NA,NA,39.17
668,rufescens,hunted,male,E,NA,NA,11/2/2011,NA,1.6,38,60,24,16.5,8,11.5,18.5,NA,NA,NA,NA,NA,NA,NA,48.22
669,rufescens,hunted,male,E,NA,NA,11/2/2011,NA,2.45,44,23,29.5,18,8.5,12.5,19.5,NA,NA,NA,NA,NA,NA,NA,NA
670,merianae,hunted,male,A,NA,NA,11/2/2011,NA,3.05,43,52,29,18.5,9.5,14,19,NA,NA,NA,NA,NA,NA,NA,55.47
676,merianae,hunted,male,A,NA,NA,11/2/2011,NA,2.6,42,49.5,26,18,9,14,22,NA,NA,NA,NA,NA,NA,NA,51.11
679,merianae,hunted,male,A,NA,NA,11/2/2011,NA,1.3,35.5,67,23,14,7,11,17,NA,NA,NA,NA,NA,NA,NA,6.73
681,rufescens,hunted,male,B,"31º05´27,5´´","63º09´25,4´´",11/9/2011,NA,2,37,56.5,25,17.5,8,12,17,NA,NA,NA,NA,NA,NA,NA,24.76
683,rufescens,hunted.longcautivity,male,B,NA,NA,11/9/2011,NA,3.8,48,47,30,20,10,5,21.5,NA,NA,NA,NA,NA,NA,NA,53.49
684,rufescens,hunted.longcautivity,male,B,NA,NA,11/9/2011,NA,1.8,33.5,36,21,14.5,7,11,18,NA,NA,NA,NA,NA,NA,NA,20.61
685,rufescens,hunted.longcautivity,male,B,NA,NA,11/9/2011,NA,2.7,42.5,54,27,18.5,9,14,16.5,NA,NA,NA,NA,NA,NA,NA,59.49
686,rufescens,hunted.longcautivity,male,B,NA,NA,11/9/2011,NA,2.35,40.5,58,24,18,8.5,13,17,NA,NA,NA,NA,NA,NA,NA,11.49
687,rufescens,hunted.longcautivity,male,E,NA,NA,11/9/2011,NA,3.1,45,57,32,19,9,14.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA
689,rufescens,hunted,male,B,NA,NA,11/9/2011,NA,1.15,33.5,57.5,21,14,6.5,12,14,NA,NA,NA,NA,NA,NA,NA,12.53
691,merianae,hunted,male,B,NA,NA,11/9/2011,NA,3.1,44,55.5,29.5,18.5,10,14,19,NA,NA,NA,NA,NA,NA,NA,47.27
692,merianae,hunted,male,B,NA,NA,11/9/2011,NA,2.15,40,56,25.5,17.5,8.5,12.5,17.5,NA,NA,NA,NA,NA,NA,NA,21.53
693,merianae,hunted,male,B,NA,NA,11/9/2011,NA,1.95,39,59,24,16.5,8,12,16.5,NA,NA,NA,NA,NA,NA,NA,18.52
694,merianae,hunted,male,B,NA,NA,11/9/2011,NA,2.25,42,51,26,17.5,9,13,17.5,NA,NA,NA,NA,NA,NA,NA,25.21
697,merianae,hunted,male,B,NA,NA,11/9/2011,NA,3.2,48,77,29,18.5,9,14,17.5,NA,NA,NA,NA,NA,NA,NA,47.86
698,rufescens,roadkilled,male,H,"31º20´22,5´´","63º55´17,3´´",11/9/2011,NA,4.2,46.5,72.5,34,20,10.5,16,23,NA,NA,NA,NA,NA,NA,NA,102.09
703,rufescens,hunted,male,B,NA,NA,11/22/2011,NA,2.6,43,69.5,26,17,8,12,21,NA,NA,NA,NA,NA,NA,NA,52.7
704,merianae,hunted,male,B,NA,NA,11/22/2011,NA,3,43,68,27.5,19,9.5,13,20,NA,NA,NA,NA,NA,NA,NA,32.19
705,rufescens,hunted,male,B,NA,NA,11/22/2011,NA,1.35,37,37.5,21,14,6.5,10.5,20,NA,NA,NA,NA,NA,NA,NA,1.2
706,rufescens,hunted,male,B,NA,NA,11/22/2011,NA,2.8,43.5,55,27,18,9,14,19,NA,NA,NA,NA,NA,NA,NA,9.69
707,merianae,hunted,male,B,NA,NA,11/22/2011,NA,1.8,38,63,23,15,7.5,11.5,17.5,NA,NA,NA,NA,NA,NA,NA,29.19
708,rufescens,roadkilled,male,A,NA,NA,11/16/2011,NA,2.8,44,16,28.5,19.5,9,14,21,NA,NA,NA,NA,NA,NA,NA,15.71
709,merianae,hunted,male,A,NA,NA,11/22/2011,NA,1.95,41,70,24,15.5,8,11.5,18,NA,NA,NA,NA,NA,NA,NA,56.16
710,merianae,hunted,male,A,NA,NA,11/22/2011,NA,1.8,39.5,54,26,15.5,8,12,17.5,NA,NA,NA,NA,NA,NA,NA,15.1
712,merianae,hunted,male,A,NA,NA,11/22/2011,NA,3,44,71,28.5,18,8.5,13,17,NA,NA,NA,NA,NA,NA,NA,90.85
713,merianae,hunted,male,A,NA,NA,11/22/2011,NA,2,41,33,24.5,16,8,12,18,NA,NA,NA,NA,NA,NA,NA,27.19
714,merianae,hunted,male,A,NA,NA,11/22/2011,NA,1.85,38.5,71,23,15,7,11.5,17,NA,NA,NA,NA,NA,NA,NA,3.06
719,rufescens,hunted,male,E,NA,NA,11/22/2011,NA,2.9,44,71,27,18,9,13.5,20,NA,NA,NA,NA,NA,NA,NA,35.48
721,rufescens,hunted,male,E,"29º40´14,0´´","64º02´21,5´´",11/22/2011,NA,3,45,40,26,17.5,9,14,18,NA,NA,NA,NA,NA,NA,NA,18.21
722,rufescens,hunted,male,D,NA,NA,11/22/2011,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57
724,rufescens,hunted,male,D,NA,NA,11/22/2011,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,rufescens,hunted,male,D,NA,NA,11/22/2011,NA,NA,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,rufescens,hunted,male,F,NA,NA,11/24/2011,NA,2.45,40.5,71,28,18.5,8.5,14,18.5,NA,NA,NA,NA,NA,NA,NA,38.02
728,rufescens,hunted,male,E,NA,NA,11/24/2011,NA,1.85,37,66,25.5,16,9.5,11.5,16,NA,NA,NA,NA,NA,NA,NA,33.8
730,rufescens,hunted,male,E,NA,NA,11/2/2011,NA,2.1,41,23.5,24,17,7.5,12,18,NA,NA,NA,NA,NA,NA,NA,7.82
732,rufescens,hunted,male,F,NA,NA,12/1/2011,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,rufescens,hunted,male,E,NA,NA,12/2/2011,NA,2.7,43.5,60,27,18,8.5,12.5,20.5,NA,NA,NA,NA,NA,NA,NA,49.96
734,rufescens,hunted,male,E,NA,NA,12/2/2011,NA,3,47,32,28,19,9,13,20.5,NA,NA,NA,NA,NA,NA,NA,36.39
735,rufescens,hunted,male,E,NA,NA,12/2/2011,NA,2.15,43,19,24.5,17,8,12,18.5,NA,NA,NA,NA,NA,NA,NA,13.32
736,rufescens,hunted.longcautivity,male,E,NA,NA,12/2/2011,NA,1.9,41,46,25,16.5,7,11,19.5,NA,NA,NA,NA,NA,NA,NA,NA
737,rufescens,hunted,male,E,NA,NA,12/2/2011,NA,1.2,36,61,20.5,13.5,6,10,17,NA,NA,NA,NA,NA,NA,NA,8.63
738,rufescens,hunted,male,B,NA,NA,12/2/2011,NA,2.35,43,70,30,17,7.5,12,19,NA,NA,NA,NA,NA,NA,NA,62.25
739,rufescens,hunted,male,B,NA,NA,12/2/2011,NA,1.55,38.5,21,23.5,14,6.5,10.5,17,NA,NA,NA,NA,NA,NA,NA,NA
740,rufescens,hunted,male,B,NA,NA,12/2/2011,NA,1.7,38,18,25,16,7,11.5,18,NA,NA,NA,NA,NA,NA,NA,12.11
744,rufescens,hunted,male,B,NA,NA,12/2/2011,NA,3.25,46.5,60,29,20,10,14,21.5,NA,NA,NA,NA,NA,NA,NA,6.88
746,merianae,hunted.longcautivity,male,A,NA,NA,12/2/2011,NA,1.25,35.5,62,18.5,13.5,6,9.5,17,NA,NA,NA,NA,NA,NA,NA,1.22
749,rufescens,hunted.longcautivity,male,A,NA,NA,12/2/2011,NA,1.45,37.5,16,20,15,6.5,11,17.5,NA,NA,NA,NA,NA,NA,NA,4.14
753,rufescens,hunted.longcautivity,male,A,NA,NA,12/2/2011,NA,1.65,40.5,66,22,14.5,7,11.5,19,NA,NA,NA,NA,NA,NA,NA,21.14
755,rufescens,hunted,male,A,NA,NA,12/2/2011,NA,1.65,38.5,62,21,15,7,10.5,18,NA,NA,NA,NA,NA,NA,NA,NA
756,merianae,hunted,male,A,NA,NA,12/2/2011,NA,1.35,37.5,63,20.5,13.5,6.5,10.5,18,NA,NA,NA,NA,NA,NA,NA,NA
757,merianae,hunted,male,A,NA,NA,12/2/2011,NA,1.1,34,53,19,13,6,9.5,16,NA,NA,NA,NA,NA,NA,NA,0.94
758,merianae,hunted,male,A,NA,NA,12/2/2011,NA,2.2,40,58,27.5,17.5,7.5,11,20,NA,NA,NA,NA,NA,NA,NA,5.17
759,merianae,hunted,male,A,NA,NA,12/2/2011,NA,1.8,39.5,49,22,15,6.5,10.5,17.5,NA,NA,NA,NA,NA,NA,NA,2.45
760,merianae,hunted,male,A,NA,NA,12/2/2011,NA,2.5,41.5,71,29,17.5,8,12.5,18.5,NA,NA,NA,NA,NA,NA,NA,32.26
762,merianae,hunted,male,A,NA,NA,12/2/2011,NA,1.7,40,35,18.5,15,7,10.5,18.5,NA,NA,NA,NA,NA,NA,NA,0.85
763,merianae,hunted,male,A,NA,NA,12/2/2011,NA,0.8,30.5,51,15.5,12.5,5.5,9,14.5,NA,NA,NA,NA,NA,NA,NA,1.45
764,merianae,hunted,male,A,NA,NA,12/2/2011,NA,1.2,35.5,63,21,13.5,6,10,16.5,NA,NA,NA,NA,NA,NA,NA,6.85
765,merianae,hunted,male,A,NA,NA,12/2/2011,NA,1.45,36,66,21,15,7,11,16,NA,NA,NA,NA,NA,NA,NA,11.06
766,merianae,hunted,male,A,NA,NA,12/2/2011,NA,1.3,36,43,20,14,6,9.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA
771,merianae,hunted,male,C,NA,NA,12/6/2011,NA,1.4,35.5,64,22,14.5,6.5,10,16.5,NA,NA,NA,NA,NA,NA,NA,6.16
772,merianae,hunted,male,C,NA,NA,12/6/2011,NA,1.35,34,34,23,15,6.5,9.5,16,NA,NA,NA,NA,NA,NA,NA,15.11
773,merianae,hunted.longcautivity,male,C,NA,NA,12/6/2011,NA,2.1,38.5,66,25,16,7.5,11.5,17.5,NA,NA,NA,NA,NA,NA,NA,29.87
774,merianae,hunted.longcautivity,male,C,NA,NA,12/6/2011,NA,2.85,43,62,28,17,9,13,20.5,NA,NA,NA,NA,NA,NA,NA,57.55
778,merianae,hunted,male,B,NA,NA,12/13/2011,NA,1.55,41.5,19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29
779,merianae,hunted,male,B,NA,NA,12/13/2011,NA,3.35,45.5,55,29,18,9,13.5,21.5,NA,NA,NA,NA,NA,NA,NA,128.23
781,rufescens,hunted,male,E,NA,NA,12/20/2011,NA,0.95,34,50,17,12.5,5.5,9,16.5,NA,NA,NA,NA,NA,NA,NA,1.31
782,rufescens,hunted,male,E,NA,NA,12/20/2011,NA,1.05,34.5,55,17.5,13,6,9.5,17,NA,NA,NA,NA,NA,NA,NA,0.98
786,rufescens,hunted.longcautivity,male,A,NA,NA,12/20/2011,NA,1.2,35,15,21,14,6.5,9,17,NA,NA,NA,NA,NA,NA,NA,1.82
787,merianae,hunted.longcautivity,male,A,NA,NA,12/20/2011,NA,1.6,38,68,22,15.5,7,11.5,18.5,NA,NA,NA,NA,NA,NA,NA,8.83
788,rufescens,hunted.longcautivity,male,A,NA,NA,12/20/2011,NA,1.8,42,66,23.5,15.5,7.5,12,18.5,NA,NA,NA,NA,NA,NA,NA,3.54
791,merianae,hunted.longcautivity,male,A,NA,NA,12/20/2011,NA,1.8,39.5,68,22,15,7,10.5,19,NA,NA,NA,NA,NA,NA,NA,1.18
796,merianae,hunted.longcautivity,male,B,NA,NA,12/22/2011,NA,2.4,41.5,62,24.5,16.5,7.5,12,19,NA,NA,NA,NA,NA,NA,NA,3.54
797,rufescens,hunted,male,E,NA,NA,12/29/2011,NA,1.8,40,65,23.5,16,7.5,12,18.5,NA,NA,NA,NA,NA,NA,NA,20.81
798,merianae,hunted,male,B,NA,NA,12/29/2011,NA,2.65,44.5,63,26,17,8.5,12.5,19.5,NA,NA,NA,NA,NA,NA,NA,3.36
799,rufescens,hunted,male,B,NA,NA,12/29/2011,NA,1.95,36,62,27,16,9,12,20,NA,NA,NA,NA,NA,NA,NA,2.69
802,merianae,hunted,male,C,NA,NA,1/5/2012,NA,1.15,34.5,63,21,13,6,9.5,16,NA,NA,NA,NA,NA,NA,NA,29.07
803,merianae,hunted,male,C,NA,NA,12/29/2011,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71
804,merianae,hunted,male,C,NA,NA,12/29/2011,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.61
805,rufescens,hunted,male,E,NA,NA,1/5/2012,NA,2.15,42.5,77,15,16.5,7.5,11,20.5,NA,NA,NA,NA,NA,NA,NA,28.1
808,merianae,hunted,male,A,NA,NA,1/5/2012,NA,2.05,41.5,43,22.5,16,7.5,11.5,20,NA,NA,NA,NA,NA,NA,NA,12.28
809,merianae,hunted,male,A,NA,NA,1/5/2012,NA,2.1,43,70,22,16,7.5,11.5,21,NA,NA,NA,NA,NA,NA,NA,20.85
810,merianae,hunted,male,A,NA,NA,1/5/2012,NA,1.1,32.5,51,21,13.5,6,9,16.5,NA,NA,NA,NA,NA,NA,NA,15.47
811,rufescens,hunted,male,E,NA,NA,2/3/2012,NA,2.15,41,36,26.5,17,8,11,18,NA,NA,NA,NA,NA,NA,NA,31.86
812,rufescens,hunted,male,E,NA,NA,2/3/2012,NA,1.65,38,58,22,15,7,11,17.5,NA,NA,NA,NA,NA,NA,NA,23.12
813,merianae,hunted,male,A,NA,NA,2/3/2012,NA,2.5,41,65,16,16.5,7.5,11,19,NA,NA,NA,NA,NA,NA,NA,18.47
814,merianae,hunted,male,A,NA,NA,2/3/2012,NA,2.05,39,54,24,17,7.5,11.5,17.5,NA,NA,NA,NA,NA,NA,NA,55.28
815,merianae,hunted,male,A,NA,NA,2/3/2012,NA,2.5,42,52,27,17,8,12,19,NA,NA,NA,NA,NA,NA,NA,48
816,rufescens,hunted.longcautivity,male,E,NA,NA,2/29/2012,NA,0.3,24.5,26.5,13,9,4,7,11,NA,NA,NA,NA,NA,NA,NA,0.99
820,rufescens,hunted.longcautivity,male,E,NA,NA,2/29/2012,NA,0.35,24.5,25,13,8.5,4.5,7,12.5,NA,NA,NA,NA,NA,NA,NA,6.19
821,rufescens,hunted.longcautivity,male,E,NA,NA,2/29/2012,NA,1.85,37,60,24,16,7.5,11,16.3,NA,NA,NA,NA,NA,NA,NA,49.77
822,rufescens,hunted.longcautivity,male,E,NA,NA,2/29/2012,NA,2.9,43,59,29,18,8,13,20,NA,NA,NA,NA,NA,NA,NA,106.77
825,merianae,hunted.longcautivity,male,A,NA,NA,2/29/2012,NA,1.35,36,59,20,14,6.5,10.5,16,NA,NA,NA,NA,NA,NA,NA,24.91
827,merianae,hunted.longcautivity,male,A,NA,NA,2/29/2012,NA,2.95,45,74,26,18,8,13,19,NA,NA,NA,NA,NA,NA,NA,82.66
829,merianae,hunted.longcautivity,male,A,NA,NA,2/29/2012,NA,2.8,41.5,73,27,17,8,13,20,NA,NA,NA,NA,NA,NA,NA,106.04
831,merianae,hunted.longcautivity,male,A,NA,NA,2/29/2012,NA,2.2,42,72,24,16,7.5,11.5,17.5,NA,NA,NA,NA,NA,NA,NA,30.36
832,merianae,hunted.longcautivity,male,A,NA,NA,2/29/2012,NA,2.1,41,43,27,16,8,12,18,NA,NA,NA,NA,NA,NA,NA,46.72
835,merianae,hunted.longcautivity,male,A,NA,NA,2/29/2012,NA,0.7,29,55,18,12,6,9,13.5,NA,NA,NA,NA,NA,NA,NA,18.2
836,merianae,hunted.longcautivity,male,A,NA,NA,2/29/2012,NA,0.6,31,28.5,18,12.5,6,9.5,14.5,NA,NA,NA,NA,NA,NA,NA,16.85
838,merianae,hunted.longcautivity,male,A,NA,NA,2/29/2012,NA,1.15,34.5,31,22,13.5,6.5,11,15.5,NA,NA,NA,NA,NA,NA,NA,30.77
840,merianae,hunted,male,A,NA,NA,2/29/2012,NA,1.6,36.5,53,24,14.5,6.5,10.5,16.5,NA,NA,NA,NA,NA,NA,NA,76.83
842,merianae,hunted,male,A,NA,NA,2/29/2012,NA,0.7,27,42,19,11.5,5,8,13,NA,NA,NA,NA,NA,NA,NA,10.35
843,merianae,hunted,male,A,NA,NA,2/29/2012,NA,1.2,33,54,21,13.5,6.5,10,15,NA,NA,NA,NA,NA,NA,NA,23.05
844,merianae,hunted,male,A,NA,NA,2/29/2012,NA,2.05,38,64,25,16.5,8.5,12,18,NA,NA,NA,NA,NA,NA,NA,55.52
473,merianae,hunted,male,A,NA,NA,10/13/2010,NA,1.4,35,51,21.5,15.5,7,11,16,0.99,1.54,0.61,NA,NA,NA,NA,39.56
341,merianae,roadkilled,NA,C,NA,NA,11/22/2009,NA,NA,33.5,17,26,18,9,13,17,NA,NA,NA,NA,NA,NA,NA,NA
350,merianae,roadkilled,NA,A,NA,NA,11/24/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,merianae,live,NA,A,NA,NA,2/25/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,merianae,hunted,NA,A,NA,NA,10/25/2010,NA,2.2,41.5,72,25,16,9,13,19,NA,NA,NA,NA,NA,NA,NA,NA
485,merianae,hunted,NA,A,NA,NA,10/25/2010,NA,2.55,40,68,27,17.5,8.5,13,18.5,NA,NA,NA,NA,NA,NA,NA,NA
490,rufescens,hunted,NA,E,NA,NA,10/29/2010,NA,1.35,34.5,59,22,14,7.5,10,17,NA,NA,NA,NA,NA,NA,NA,NA
494,merianae,hunted.longcautivity,NA,A,NA,NA,10/29/2010,NA,3,45.5,57,18.5,18.5,8.5,14,20,NA,NA,NA,NA,NA,NA,NA,NA
496,merianae,hunted.longcautivity,NA,A,NA,NA,10/29/2010,NA,1.55,36,19,25.5,15.5,7.5,11,16.5,NA,NA,NA,NA,NA,NA,NA,NA
497,merianae,hunted.longcautivity,NA,A,NA,NA,10/29/2010,NA,1.4,34.5,50,23,14.5,7,11,15,NA,NA,NA,NA,NA,NA,NA,NA
498,merianae,hunted.longcautivity,NA,A,NA,NA,10/29/2010,NA,1.5,36,28,25,16.5,8,12,18,NA,NA,NA,NA,NA,NA,NA,NA
502,merianae,hunted.longcautivity,NA,A,NA,NA,10/29/2010,NA,1.5,35,15,25,16,7.5,12.5,17,NA,NA,NA,NA,NA,NA,NA,NA
503,merianae,hunted.longcautivity,NA,A,NA,NA,11/16/2010,NA,2,40,57,24,16,7.5,11.5,18,NA,NA,NA,NA,NA,NA,NA,NA
504,merianae,hunted.longcautivity,NA,A,NA,NA,11/16/2010,NA,1.8,39,42.5,23.5,16,7.5,12,17,NA,NA,NA,NA,NA,NA,NA,NA
506,merianae,hunted.longcautivity,NA,A,NA,NA,11/16/2010,NA,1.9,38,62,26,16,7.8,11,16.5,NA,NA,NA,NA,NA,NA,NA,NA
509,merianae,hunted,NA,A,NA,NA,11/4/2010,NA,3.2,46,70,29.5,18.5,9.5,13,19.5,1.92,2.885,3.46,NA,NA,NA,NA,166.67
510,merianae,hunted,NA,A,NA,NA,11/4/2010,NA,1.55,36,61,23.5,15,7.5,11,17.5,NA,NA,NA,NA,NA,NA,NA,NA
512,merianae,hunted,NA,A,NA,NA,11/4/2010,NA,1.65,37.5,35,26,15.5,7.5,11,18,NA,NA,NA,NA,NA,NA,NA,NA
514,merianae,hunted,NA,A,NA,NA,11/4/2010,NA,1.7,36.5,64,25,15.5,7,11,17.5,NA,NA,NA,NA,NA,NA,NA,NA
516,merianae,hunted,NA,A,NA,NA,11/4/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,merianae,hunted.longcautivity,NA,A,NA,NA,11/16/2010,NA,2.25,38.5,48,29,18,8,12,17,NA,NA,NA,NA,NA,NA,NA,NA
518,rufescens,hunted.longcautivity,NA,E,NA,NA,11/16/2010,NA,2.3,42.5,74,24.5,16.5,8.5,11.5,19.5,NA,NA,NA,NA,NA,NA,NA,NA
521,rufescens,hunted.longcautivity,NA,E,NA,NA,11/16/2010,NA,1.35,36.5,32,20.5,14.5,7,10,16,NA,NA,NA,NA,NA,NA,NA,NA
526,merianae,hunted,NA,A,NA,NA,11/16/2010,NA,1.8,37,46,27.5,16,7.5,11.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA
527,merianae,hunted,NA,A,NA,NA,11/16/2010,NA,1.8,39,69,22.5,15.5,7.5,10.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA
528,merianae,hunted,NA,A,NA,NA,11/16/2010,NA,1.95,38,64,23,16,8.5,11.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA
533,merianae,hunted.longcautivity,NA,A,NA,NA,11/29/2010,NA,1.75,41,70,21,15,8,10.5,16,NA,NA,NA,NA,NA,NA,NA,NA
537,merianae,hunted.longcautivity,NA,A,NA,NA,11/29/2010,NA,1.8,38,63.5,26.5,15.5,7,11,18.5,NA,NA,NA,NA,NA,NA,NA,NA
540,merianae,hunted.longcautivity,NA,A,NA,NA,11/29/2010,NA,2.3,39.5,68,28,17,8.5,12.5,19,NA,NA,NA,NA,NA,NA,NA,NA
543,merianae,hunted.longcautivity,NA,A,NA,NA,11/29/2010,NA,1.6,37,36,23,16.5,6.5,10.5,17,NA,NA,NA,NA,NA,NA,NA,NA
544,merianae,hunted.longcautivity,NA,A,NA,NA,11/29/2010,NA,1.1,34,28,22,12.5,7,10,16,NA,NA,NA,NA,NA,NA,NA,NA
549,merianae,hunted.longcautivity,NA,A,NA,NA,NA,NA,2.05,41,59,31.5,14.5,7,11,20,NA,NA,NA,NA,NA,NA,NA,NA
550,merianae,hunted.longcautivity,NA,A,NA,NA,NA,NA,2,39,65,30,14.5,7,11,19,NA,NA,NA,NA,NA,NA,NA,NA
551,merianae,hunted.longcautivity,NA,A,NA,NA,NA,NA,1.65,38,10,30,13,6,9.5,19,NA,NA,NA,NA,NA,NA,NA,NA
552,merianae,hunted.longcautivity,NA,A,NA,NA,NA,NA,1.7,36,54,29.5,13.5,6.5,10,17,NA,NA,NA,NA,NA,NA,NA,NA
555,merianae,hunted.longcautivity,NA,A,NA,NA,11/29/2010,NA,1.8,37,62.5,28,13.5,6.5,10.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA
556,merianae,hunted.longcautivity,NA,A,NA,NA,11/29/2010,NA,1.05,35,13,21,14,6.5,10,16,NA,NA,NA,NA,NA,NA,NA,NA
557,merianae,hunted.longcautivity,NA,A,NA,NA,11/29/2010,NA,1.3,34.5,16,23.5,14.5,6.5,10,14,NA,NA,NA,NA,NA,NA,NA,NA
559,rufescens,hunted,NA,E,NA,NA,12/1/2010,NA,1.4,36,57,20.5,14,7,10.5,19,NA,NA,NA,NA,NA,NA,NA,NA
560,rufescens,hunted,NA,E,NA,NA,12/1/2010,NA,2.4,43,58,29.5,17,8.5,12.5,20,NA,NA,NA,NA,NA,NA,NA,NA
561,rufescens,hunted.longcautivity,NA,E,NA,NA,12/13/2010,NA,3.1,44,42,28.5,19,9,13,17.5,NA,NA,NA,NA,NA,NA,NA,NA
563,merianae,hunted.longcautivity,NA,A,NA,NA,12/13/2010,NA,2.45,46,49,25.5,17,9,12.5,21,NA,NA,NA,NA,NA,NA,NA,NA
564,merianae,hunted.longcautivity,NA,A,NA,NA,12/13/2010,NA,2.75,45,72,26.5,18,8.5,13,18,NA,NA,NA,NA,NA,NA,NA,NA
565,merianae,hunted.longcautivity,NA,A,NA,NA,12/13/2010,NA,0.75,29,53,17,11,5.5,8,13.5,NA,NA,NA,NA,NA,NA,NA,NA
566,merianae,hunted.longcautivity,NA,A,NA,NA,12/13/2010,NA,1.7,39.5,60.5,24,15,7.5,10.5,18,NA,NA,NA,NA,NA,NA,NA,NA
567,merianae,hunted.longcautivity,NA,A,NA,NA,12/13/2010,NA,1.85,39,44,25,16,8,12,17.5,NA,NA,NA,NA,NA,NA,NA,NA
571,merianae,hunted.longcautivity,NA,A,NA,NA,12/13/2010,NA,1.95,39,41,28,15.5,7.5,11.5,18,NA,NA,NA,NA,NA,NA,NA,NA
572,merianae,hunted,NA,A,NA,NA,12/13/2010,NA,2.8,46,23,27,18,9.5,13.5,18,NA,NA,NA,NA,NA,NA,NA,NA
574,merianae,hunted,NA,A,NA,NA,12/13/2010,NA,2.8,43,69,30,18,8.5,13,19.5,NA,NA,NA,NA,NA,NA,NA,NA
575,merianae,hunted,NA,A,NA,NA,12/13/2010,NA,2.75,46,67,26,17,9,13,18,NA,NA,NA,NA,NA,NA,NA,NA
576,merianae,hunted,NA,A,NA,NA,12/13/2010,NA,1.8,39.5,17,23.5,16,8,11.5,17,NA,NA,NA,NA,NA,NA,NA,NA
577,merianae,hunted,NA,A,NA,NA,12/13/2010,NA,1.15,34.5,31,19,13.5,6,10,16.5,NA,NA,NA,NA,NA,NA,NA,NA
578,merianae,hunted,NA,A,NA,NA,12/13/2010,NA,1.15,34.5,20,20,14,6.5,10.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA
580,merianae,hunted,NA,A,NA,NA,12/13/2010,NA,2.2,41,67,28,15.5,7.5,11.5,19,NA,NA,NA,NA,NA,NA,NA,NA
582,merianae,hunted,NA,A,NA,NA,12/13/2010,NA,1.85,37.5,67,23,16,7.5,11,17,NA,NA,NA,NA,NA,NA,NA,NA
583,merianae,hunted,NA,A,NA,NA,12/13/2010,NA,2.05,40.5,52,22,16,8,12.5,18,NA,NA,NA,NA,NA,NA,NA,NA
585,merianae,live,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,rufescens,hunted,NA,E,NA,NA,1/14/2011,NA,2.65,42.5,56,28.5,17.5,8.5,12,18,NA,NA,NA,NA,NA,NA,NA,NA
