ID,Species,Source,Sex,Site,Lat,Lon,Date,Observation,BM,SVL,Tail,BP,TP,FLP,HLP,ILL,TestesW,TestesL,TestesM,Follicules,FolliculesM,ClutchM,FolliculeD,FatBody
30,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.5,42.5,69,27,17.5,9,13.5,NA,1.87,3.035,4.785,NA,NA,NA,NA,74.24
31,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.2,41,71,25.5,17,8,12,NA,1.73,2.235,2.605,NA,NA,NA,NA,97.78
32,merianae,hunted,male,A,NA,NA,10/18/2008,NA,3,44,70,29,18,9,14,NA,1.85,2.64,3.88,NA,NA,NA,NA,165.88
33,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2,42,46,27,16.5,8.5,12,NA,1.72,2.35,3.215,NA,NA,NA,NA,78.31
35,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.6,44.5,46,26,18.5,9,12,NA,1.7,2.165,2.53,NA,NA,NA,NA,97.74
37,merianae,hunted,male,A,NA,NA,10/18/2008,NA,1.9,39,67,24,15,7.5,12,NA,1.71,2.32,2.525,NA,NA,NA,NA,77.91
39,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2,39,54.5,25.5,15.5,7.5,11.5,NA,1.69,2.055,2.165,NA,NA,NA,NA,129.92
42,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.55,43,42,28.5,17,8.5,13,NA,1.74,2.255,3.335,NA,NA,NA,NA,113.17
43,merianae,hunted,male,A,NA,NA,10/18/2008,NA,1.4,39,64,23.5,15,7.5,11,NA,1.78,2.395,2.89,NA,NA,NA,NA,63.34
45,merianae,hunted,male,A,NA,NA,10/18/2008,NA,1.8,39.5,44.5,23.5,15,8,12,NA,1.69,2.385,2.745,NA,NA,NA,NA,22.69
46,merianae,hunted,male,A,NA,NA,10/18/2008,NA,1.9,41.2,26.5,23,16,7.2,11.5,NA,1.84,2.37,3.095,NA,NA,NA,NA,36.56
49,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2,40.5,16.5,25,16.5,8.5,11.5,NA,1.69,2.505,3.225,NA,NA,NA,NA,41.05
51,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.6,42,62.5,26.5,16.5,9,12.5,NA,2.33,2.95,6.375,NA,NA,NA,NA,45.9
53,merianae,hunted,male,A,NA,NA,10/18/2008,NA,3,41,73,31,19,9,14,NA,2.43,2.835,6.505,NA,NA,NA,NA,40.69
55,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.45,43.5,54.5,28.5,17,8.5,13,NA,1.93,2.655,4.125,NA,NA,NA,NA,139.95
57,merianae,hunted,male,A,NA,NA,10/18/2008,NA,3.3,46,67,29.5,19,9.5,14,NA,2.54,3.495,8.655,NA,NA,NA,NA,37.07
58,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.7,42.5,65,27,18,9,13.5,NA,2.04,2.965,5.545,NA,NA,NA,NA,54.2
59,merianae,hunted,male,A,NA,NA,10/25/2008,NA,3.6,44,77,32,20,10,14,NA,2.24,2.89,5.81,NA,NA,NA,NA,93.92
69,merianae,hunted,male,A,NA,NA,10/25/2008,NA,2.15,41,72.5,24,17,8.5,13,NA,1.75,2.33,2.865,NA,NA,NA,NA,40.23
70,merianae,hunted,male,A,NA,NA,10/25/2008,NA,2.25,41,67.5,26,17,8,13,NA,2.22,2.905,5.51,NA,NA,NA,NA,58.24
71,merianae,hunted,male,A,NA,NA,10/25/2008,NA,1.75,37.5,47.5,25,15.5,8.5,12,NA,1.7,2.255,2.745,NA,NA,NA,NA,79.23
76,merianae,hunted,male,A,NA,NA,10/25/2008,NA,1.65,26.5,67,24.5,16,7.5,12,NA,1.12,1.605,0.975,NA,NA,NA,NA,43.24
78,merianae,hunted,male,A,NA,NA,10/25/2008,NA,1.55,38.5,19,21.5,15.5,7.5,11.5,NA,1.78,2.68,3.23,NA,NA,NA,NA,12.02
79,merianae,hunted,male,A,NA,NA,10/25/2008,NA,2.45,42.5,41,27,18,9,14,NA,2.2,3.065,6.5,NA,NA,NA,NA,73.78
82,merianae,hunted,male,A,NA,NA,11/2/2008,NA,3.6,45,60,33,19,10,15,NA,2.12,3.16,6.12,NA,NA,NA,NA,77.75
86,merianae,hunted,male,A,NA,NA,11/2/2008,NA,2,39,41,27,16,8,12,NA,1.86,2.415,3.52,NA,NA,NA,NA,1.25
88,merianae,hunted,male,A,NA,NA,11/2/2008,NA,1.8,39,57,24,15,8,11.5,NA,1.77,2.32,3.265,NA,NA,NA,NA,37.5
89,merianae,hunted,male,A,NA,NA,11/2/2008,NA,1.9,39,45,26,15.5,8,12,NA,1.89,2.42,4.145,NA,NA,NA,NA,51.45
92,merianae,hunted,male,A,NA,NA,11/2/2008,NA,1.7,38.5,63,22,15.5,7.5,11,NA,2.04,2.585,4.3,NA,NA,NA,NA,26.91
95,merianae,hunted,male,A,NA,NA,11/2/2008,NA,1.3,36,28,21.5,14,7,10.5,NA,1.69,2.125,2.73,NA,NA,NA,NA,13.49
99,merianae,hunted.longcautivity,male,A,NA,NA,11/2/2008,NA,1.45,36,56,22,15,7.5,11,NA,1.37,2.02,1.605,NA,NA,NA,NA,36.36
103,merianae,hunted.longcautivity,male,A,NA,NA,11/2/2008,NA,0.7,29.5,47,17,12,5.5,8.5,NA,0.77,1.115,0.29,NA,NA,NA,NA,10.2
107,merianae,hunted,male,A,NA,NA,11/8/2008,NA,2.2,39.5,51,26,16,8,12.5,NA,2.05,2.815,4.725,NA,NA,NA,NA,46.36
109,merianae,hunted,male,A,NA,NA,11/8/2008,NA,2.1,37.5,35,25,17,8.5,12.5,NA,1.87,2.745,3.595,NA,NA,NA,NA,76
111,merianae,hunted,male,A,NA,NA,11/8/2008,NA,2,37,64,25,15.5,7.5,12,NA,1.85,2.475,3.245,NA,NA,NA,NA,24.26
113,merianae,hunted,male,A,NA,NA,11/8/2008,NA,1.35,36,26,22.5,14,7,10,NA,1.79,2.385,2.825,NA,NA,NA,NA,5.22
115,merianae,hunted,male,A,NA,NA,11/8/2008,NA,0.8,32,55.5,17,11.5,5.5,9,NA,1.33,1.785,1.26,NA,NA,NA,NA,10.57
118,merianae,hunted,male,A,NA,NA,11/8/2008,NA,1.85,38,24,27,15,8,12,NA,1.97,2.78,4.22,NA,NA,NA,NA,55.15
121,merianae,hunted,male,A,NA,NA,11/8/2008,NA,2.2,39,50.5,26,16,8.5,12,NA,1.71,2.55,3.155,NA,NA,NA,NA,41.2
125,merianae,hunted,male,A,NA,NA,11/8/2008,NA,2,41,63,24,15,8,12,NA,2,2.555,3.67,NA,NA,NA,NA,28.39
127,merianae,hunted,male,A,NA,NA,11/8/2008,NA,1.95,40,67,25,15.5,7.5,11.5,NA,2.08,3.03,4.775,NA,NA,NA,NA,16.57
128,merianae,hunted,male,A,NA,NA,11/8/2008,NA,2.2,40,56,25,16,8,12,NA,2.13,2.71,3.38,NA,NA,NA,NA,38.01
129,merianae,hunted,male,A,NA,NA,11/8/2008,NA,2.6,42.5,67,26.5,16.5,9,13,NA,2.24,2.74,5.43,NA,NA,NA,NA,6.23
132,merianae,hunted,male,A,NA,NA,11/8/2008,NA,1.45,35.5,15.5,22,14.5,7,11,NA,1.8,2.42,3.015,NA,NA,NA,NA,48.25
133,merianae,hunted,male,A,NA,NA,11/8/2008,NA,1.95,38,65,24.5,15.5,7.5,11.5,NA,2.08,2.83,4.2,NA,NA,NA,NA,11.26
134,merianae,hunted,male,A,NA,NA,11/8/2008,NA,2,40.5,68,24,15.5,8,12,NA,2.01,2.59,3.6,NA,NA,NA,NA,18.76
135,merianae,hunted,male,A,NA,NA,11/8/2008,NA,1.75,39,67,23,15,7.5,11.5,NA,1.89,2.335,3.125,NA,NA,NA,NA,10.97
136,merianae,hunted,male,A,NA,NA,11/8/2008,NA,1.35,35,38,23,14,6.5,10,NA,1.65,2.215,2.225,NA,NA,NA,NA,13.45
137,merianae,hunted,male,A,NA,NA,11/8/2008,NA,2,36,66,23,15,7.5,11.5,NA,1.97,2.545,3.27,NA,NA,NA,NA,7.25
138,merianae,hunted,male,A,NA,NA,11/8/2008,NA,1.2,34.5,24,20.5,14,6.5,10,NA,1.56,2.36,2.14,NA,NA,NA,NA,27.7
141,merianae,hunted,male,A,NA,NA,11/8/2008,NA,1.9,39,46,24,15.5,10,12,NA,1.92,2.58,3.525,NA,NA,NA,NA,79.37
142,merianae,hunted,male,A,NA,NA,11/8/2008,NA,1.75,38.5,65,24.5,15.5,8,11.5,NA,1.86,2.7,3.39,NA,NA,NA,NA,87.07
144,merianae,hunted,male,A,NA,NA,11/8/2008,NA,1.6,37.5,65,22.5,14.5,7.5,11.5,NA,1.88,2.585,3.42,NA,NA,NA,NA,8.92
146,merianae,hunted,male,A,NA,NA,11/8/2008,NA,1.6,37.5,60,23,14.5,7.5,11,NA,1.89,2.565,3.485,NA,NA,NA,NA,13.37
147,merianae,hunted,male,A,NA,NA,11/8/2008,NA,2,41,40,23,15.5,8,12,NA,2.24,2.52,4.765,NA,NA,NA,NA,17.2
150,rufescens,hunted,male,A,NA,NA,11/21/2008,NA,2.85,44,39,26.5,18,9,13.5,NA,2.39,3.175,7.18,NA,NA,NA,NA,38.22
152,merianae,hunted,male,A,NA,NA,11/21/2008,NA,3.5,47,76,27,19,9.5,14,NA,2.11,2.96,5.21,NA,NA,NA,NA,30.92
153,merianae,hunted,male,A,NA,NA,11/21/2008,NA,2.4,42,71.5,25.5,16,9,13,NA,1.9,2.205,3.56,NA,NA,NA,NA,4.52
154,merianae,hunted,male,A,NA,NA,11/21/2008,NA,2.9,45,71,26,18.5,9,13.5,NA,2.16,3.17,5.415,NA,NA,NA,NA,38.63
156,merianae,hunted,male,A,NA,NA,11/21/2008,NA,2.6,45,65,26,18,8.5,13,NA,2.1,2.44,4.835,NA,NA,NA,NA,31.58
158,merianae,hunted,male,A,NA,NA,11/21/2008,NA,3.5,46.5,58,31,20,10,14.5,NA,2.3,3.095,6.485,NA,NA,NA,NA,76.31
159,merianae,hunted,male,A,NA,NA,11/21/2008,NA,2.5,43.5,73,25,17.5,9,13,NA,2.42,2.805,4.58,NA,NA,NA,NA,42.04
160,rufescens,hunted,male,A,NA,NA,11/21/2008,NA,1.75,39.5,70,23.5,16,7.5,11.5,NA,2.1,2.75,4.39,NA,NA,NA,NA,5.73
161,merianae,hunted,male,A,NA,NA,11/21/2008,NA,1.7,39,58.5,22.5,15.5,7.5,12,NA,2.05,2.685,3.835,NA,NA,NA,NA,33.7
162,merianae,hunted,male,A,NA,NA,11/21/2008,NA,3.15,44,60,29,18.5,9,13.5,NA,2.15,2.98,5.06,NA,NA,NA,NA,40.56
166,merianae,hunted,male,A,NA,NA,11/21/2008,NA,2.85,43,51,28,18.5,9,13,NA,1.93,2.76,4.3,NA,NA,NA,NA,31.65
169,merianae,hunted,male,A,NA,NA,11/21/2008,NA,2.05,42,54,23,16.5,8,12,NA,1.76,2.36,3.215,NA,NA,NA,NA,16.5
171,merianae,hunted,male,A,NA,NA,11/21/2008,NA,2.9,45,54,28,19,9,13.5,NA,2.49,3.55,8.22,NA,NA,NA,NA,16.2
172,merianae,hunted,male,A,NA,NA,11/29/2008,NA,3.05,44.5,56,32,18.5,9.5,14,NA,2.2,2.77,5.365,NA,NA,NA,NA,15.36
176,merianae,hunted,male,A,NA,NA,11/29/2008,NA,2.4,42,64.5,25,18,8,13,NA,1.84,2.825,3.61,NA,NA,NA,NA,54.87
177,merianae,hunted,male,A,NA,NA,11/29/2008,NA,2.6,43.5,61,26.5,18,9.5,13,NA,1.88,2.91,3.61,NA,NA,NA,NA,5.51
178,merianae,hunted,male,A,NA,NA,11/29/2008,NA,1.5,37,50.5,22,15,7.5,12,NA,1.66,2.39,2.39,NA,NA,NA,NA,14.76
179,merianae,hunted,male,A,NA,NA,11/29/2008,NA,1.3,36,64,22.5,15,7,11,NA,1.69,2.235,2.2,NA,NA,NA,NA,2.49
181,merianae,hunted,male,A,NA,NA,11/29/2008,NA,1.7,37.5,60,25.5,15.5,7.5,11.5,NA,1.61,2.36,2.21,NA,NA,NA,NA,19.77
182,merianae,hunted,male,A,NA,NA,11/29/2008,NA,1.1,33.5,30,20,14,7,11,NA,1.55,2.025,2.01,NA,NA,NA,NA,1.81
184,merianae,hunted,male,A,NA,NA,11/29/2008,NA,0.8,30,33,18,13,6,9,NA,0.83,1.265,0.315,NA,NA,NA,NA,4.9
186,merianae,hunted,male,A,NA,NA,11/29/2008,NA,2.3,40.5,53.5,25.5,17.5,8.5,13,NA,1.89,2.75,3.41,NA,NA,NA,NA,42.6
187,merianae,hunted,male,A,NA,NA,11/29/2008,NA,1.8,41.5,74,23,17,8.5,12.5,NA,1.9,2.76,3.435,NA,NA,NA,NA,5.17
189,merianae,hunted,male,A,NA,NA,11/29/2008,NA,1.5,37.5,68.5,23,15,7,11.5,NA,1.19,1.66,0.8,NA,NA,NA,NA,30.02
190,merianae,hunted,male,A,NA,NA,11/29/2008,NA,1.9,40,56,26,16,8.5,13,NA,1.73,2.56,3.03,NA,NA,NA,NA,2.8
191,merianae,hunted,male,A,NA,NA,11/29/2008,NA,1.8,39.5,69,25,15.5,8,11.5,NA,1.88,2.455,3.21,NA,NA,NA,NA,12.72
192,merianae,hunted,male,A,NA,NA,11/29/2008,NA,1.5,36,58,23,16,7.5,11.5,NA,1.33,1.91,1.185,NA,NA,NA,NA,21.02
194,merianae,hunted,male,A,NA,NA,11/29/2008,NA,2.6,41.5,70.5,27.5,18,9.5,13.5,NA,1.98,2.57,4.035,NA,NA,NA,NA,10.75
195,merianae,hunted,male,A,NA,NA,11/29/2008,NA,2.2,42.5,22.5,29,17.5,9,13,NA,1.68,2.26,2.725,NA,NA,NA,NA,NA
196,merianae,hunted,male,A,NA,NA,11/29/2008,NA,3,45.5,64.5,28.5,19.5,10,14.5,NA,2.12,2.55,4.325,NA,NA,NA,NA,7.99
197,rufescens,hunted,male,A,NA,NA,11/29/2008,NA,1.6,38,46.5,23,15,7.5,11,NA,1.85,2.49,3.275,NA,NA,NA,NA,6.14
198,merianae,hunted,male,A,NA,NA,11/29/2008,NA,2.8,43.5,70,27.5,18.5,9,13,NA,2.23,2.835,5.13,NA,NA,NA,NA,4.85
199,merianae,hunted,male,A,NA,NA,11/29/2008,NA,3.3,44,66.5,29.5,20,9.5,14,NA,2.08,2.595,3.98,NA,NA,NA,NA,20
200,merianae,hunted,male,A,NA,NA,11/29/2008,NA,1.2,35.5,63,21.5,14.5,7.5,11,NA,1.48,1.885,1.485,NA,NA,NA,NA,1.37
201,merianae,hunted,male,A,NA,NA,11/29/2008,NA,2,42,42.5,24,16.5,8,12,NA,2.08,2.585,4.61,NA,NA,NA,NA,2.95
203,merianae,hunted,male,A,NA,NA,12/10/2008,NA,1.4,38,31,22.5,14.5,7,10.5,15,1.65,2.395,2.355,NA,NA,NA,NA,12.96
206,merianae,hunted,male,A,NA,NA,12/10/2008,NA,1.4,34,60,22.5,14.5,7,10,15,1.55,2.195,2.16,NA,NA,NA,NA,22.13
208,merianae,hunted,male,A,NA,NA,12/10/2008,NA,1.95,41.5,37,23,16.5,7.5,12.5,17,1.42,2.115,1.645,NA,NA,NA,NA,2.06
211,merianae,hunted,male,A,NA,NA,12/10/2008,NA,2.15,42.5,54,26,16.5,8.5,13.5,20.5,1.8,2.345,2.435,NA,NA,NA,NA,25.37
212,merianae,hunted,male,A,NA,NA,12/10/2008,NA,2.3,43,71,27,17,8,12.5,20.5,1.44,1.895,1.365,NA,NA,NA,NA,87.16
213,merianae,hunted,male,A,NA,NA,12/10/2008,NA,2.9,45,59.5,28.5,19,9.5,14,19.5,1.89,2.53,3.49,NA,NA,NA,NA,13.68
214,merianae,hunted,male,A,NA,NA,12/10/2008,NA,2.1,40.5,36,25,17,8,13,17.5,1.93,2.66,2.835,NA,NA,NA,NA,2.8
215,merianae,hunted,male,A,NA,NA,12/10/2008,NA,1.15,36.5,25,22,13.5,7,11,15.5,1.21,1.675,0.81,NA,NA,NA,NA,0.74
217,merianae,hunted,male,A,NA,NA,12/10/2008,NA,2.2,41,64,25.5,17,8.5,13.5,20,1.94,2.66,3.585,NA,NA,NA,NA,56.31
220,merianae,hunted,male,A,NA,NA,12/10/2008,NA,0.85,32,60,17.5,12,5.5,9,15,0.76,1.165,0.275,NA,NA,NA,NA,2.96
221,merianae,hunted,male,A,NA,NA,12/10/2008,NA,2.1,41,55.5,24,17,8.5,12.5,18,1.49,2,1.6,NA,NA,NA,NA,4.64
224,merianae,hunted,male,A,NA,NA,12/10/2008,NA,0.8,30.5,56,18,12.5,5.5,9,15,0.99,1.48,0.51,NA,NA,NA,NA,3.13
227,merianae,hunted,male,A,NA,NA,12/10/2008,NA,1.5,38,46.5,21.5,15.5,7,11,17,1.64,2.06,2.11,NA,NA,NA,NA,2.3
229,merianae,hunted,male,A,NA,NA,12/10/2008,NA,1.4,37.5,68,21,15,7.5,11,17,1.6,2.225,2.345,NA,NA,NA,NA,6.99
231,merianae,hunted,male,A,NA,NA,12/10/2008,NA,0.75,32,53,15,12,5.5,9,15,0.69,1.11,0.21,NA,NA,NA,NA,2.19
233,merianae,hunted.longcautivity,male,A,NA,NA,12/20/2008,NA,1.8,41.5,35,25.5,16,9,12,17,1.13,1.775,0.92,NA,NA,NA,NA,2.85
234,merianae,hunted.longcautivity,male,A,NA,NA,12/20/2008,NA,2.2,41.5,51.5,24,16.5,8.5,13,17.5,1.06,1.55,0.755,NA,NA,NA,NA,4
235,merianae,hunted.longcautivity,male,A,NA,NA,12/20/2008,NA,2.9,45,65,26,18.5,9,13.5,20,1.35,1.905,1.355,NA,NA,NA,NA,24.21
237,merianae,hunted,male,A,NA,NA,12/20/2008,NA,2,40.5,53,25,16.5,8,13,18.5,0.96,1.5,0.615,NA,NA,NA,NA,4.11
238,merianae,hunted,male,A,NA,NA,12/20/2008,NA,2.4,44.5,50,25,17,9,13.5,20,1.12,1.585,0.775,NA,NA,NA,NA,13.39
242,merianae,hunted,male,A,NA,NA,12/20/2008,NA,1.9,43.5,60,23,16,8,12,19.5,1.66,2.615,2.69,NA,NA,NA,NA,24.43
243,merianae,hunted,male,A,NA,NA,12/20/2008,NA,2.1,43,63,24,17,8.5,12,19,1.4,2,1.385,NA,NA,NA,NA,15.8
244,merianae,hunted,male,A,NA,NA,12/20/2008,NA,1.8,40,67,22,16.5,7.5,12,16.5,1.45,1.97,1.39,NA,NA,NA,NA,1.87
245,merianae,hunted,male,A,NA,NA,12/20/2008,NA,1.6,38.5,43.5,22,15,8,11,17,1.46,2.065,1.335,NA,NA,NA,NA,2.39
249,merianae,hunted,male,A,NA,NA,12/20/2008,NA,1.2,35,61,21,14,6.5,10,16,1.06,1.45,0.525,NA,NA,NA,NA,33.76
252,merianae,hunted,male,A,NA,NA,12/20/2008,NA,1.35,35,31,23,14,7,11.5,14,1.47,1.955,1.59,NA,NA,NA,NA,17.26
257,merianae,hunted,male,A,NA,NA,1/7/2009,NA,2.35,45.5,66,24,16.5,8,12,18.5,1.03,1.645,0.785,NA,NA,NA,NA,2.79
258,merianae,hunted,male,A,NA,NA,1/7/2009,NA,1.85,40,22.5,27,15,7.5,11.5,17,0.82,1.305,0.305,NA,NA,NA,NA,15.5
259,merianae,hunted,male,A,NA,NA,1/7/2009,NA,2.75,42,53.5,30,18.5,8.5,12.5,17.5,0.86,1.605,0.41,NA,NA,NA,NA,26.65
260,merianae,hunted,male,A,NA,NA,1/7/2009,NA,2.4,42,33,27,17.5,8,13,17.5,0.75,1.335,0.305,NA,NA,NA,NA,35.34
264,merianae,hunted,male,A,NA,NA,1/7/2009,NA,1.9,40,55,24,16,7.5,12,18,0.97,1.33,0.495,NA,NA,NA,NA,8.61
265,merianae,hunted,male,A,NA,NA,1/7/2009,NA,1.8,39.5,59,23,16.5,7.5,12,17.5,1.05,1.63,0.775,NA,NA,NA,NA,25.3
266,merianae,hunted,male,A,NA,NA,1/7/2009,NA,1.3,36,19,22.5,15,6.5,10.5,17,1.33,1.955,1.245,NA,NA,NA,NA,6.63
267,merianae,hunted,male,A,NA,NA,1/7/2009,NA,1.55,37.5,38.5,24,16,7,11.5,17.5,0.7,1.145,0.215,NA,NA,NA,NA,1.81
272,merianae,hunted,male,A,NA,NA,1/7/2009,NA,1,33.5,57,19,13,6.5,9.5,15.5,0.75,1.225,0.295,NA,NA,NA,NA,2.04
273,merianae,hunted,male,A,NA,NA,1/7/2009,NA,0.9,32,56,18,12.5,6,9.5,14.5,0.6,0.89,0.145,NA,NA,NA,NA,9.42
278,merianae,hunted,male,A,NA,NA,1/7/2009,NA,0.7,29.5,39.5,17,11.5,5,8.5,14,0.48,0.745,0.07,NA,NA,NA,NA,5.37
279,merianae,hunted,male,A,NA,NA,10/8/2009,NA,1.8,38.5,21.5,24.5,16,8,12,16,1.71,2.19,2.63,NA,NA,NA,NA,50.69
284,merianae,hunted,male,A,NA,NA,10/8/2009,NA,3.2,46,46,29,19,9.5,14,19.5,1.65,2.57,3.45,NA,NA,NA,NA,95.21
285,merianae,hunted,male,A,NA,NA,10/8/2009,NA,1.5,35,44,22.5,15,7.5,11,15.5,1.31,2.09,1.68,NA,NA,NA,NA,43.37
286,merianae,hunted,male,A,NA,NA,10/8/2009,NA,1.3,33,61.5,21.5,14.5,7,10.5,13,1.04,1.46,0.63,NA,NA,NA,NA,65.08
288,merianae,hunted,male,A,NA,NA,10/8/2009,NA,2,39,63,26,16.5,7.5,12,17.5,1.53,2.35,2.56,NA,NA,NA,NA,130.25
289,merianae,hunted,male,A,NA,NA,10/8/2009,NA,1.55,38.5,28,23.5,16,7,12,17.5,1.07,1.96,0.85,NA,NA,NA,NA,66.25
290,merianae,hunted,male,A,NA,NA,10/8/2009,NA,1.6,37,21,24,15,7.5,12.5,16,1.98,2.27,2.51,NA,NA,NA,NA,77.34
292,merianae,hunted,male,A,NA,NA,10/8/2009,NA,1.75,38,64,22.5,15.5,7.5,12,16,1.28,1.72,1.22,NA,NA,NA,NA,56.78
293,merianae,hunted,male,A,NA,NA,10/25/2009,No.sperm,1.15,33.5,59,20,13.5,6.5,9.5,16,1.02,1.57,0.72,NA,NA,NA,NA,42.64
296,merianae,hunted,male,A,NA,NA,10/25/2009,No.sperm,1.7,39,66,24,16,7,13,16.5,1.24,2.33,2.47,NA,NA,NA,NA,18.34
297,merianae,hunted,male,A,NA,NA,10/25/2009,No.sperm,1.5,35.5,51,22,16,7.5,11,16.5,0.93,1.4,0.52,NA,NA,NA,NA,45.06
300,merianae,hunted,male,A,NA,NA,10/25/2009,No.sperm,1.3,36,62,22,14,7,10.5,16,1.51,2.32,2.69,NA,NA,NA,NA,56.1
302,merianae,hunted,male,A,NA,NA,10/25/2009,No.sperm,1.85,40,48,23,17,7.5,11.5,17,1.4,1.98,1.88,NA,NA,NA,NA,64.56
303,merianae,hunted,male,C,NA,NA,10/29/2009,Yes.sperm,2.55,43,40,28.5,18,8.5,12,NA,2.04,3.18,4.96,NA,NA,NA,NA,86.63
310,merianae,hunted,male,A,NA,NA,10/30/2009,No.sperm,1.3,35,65,21,14,6.5,10,16,1.45,2.21,1.67,NA,NA,NA,NA,27.67
311,merianae,hunted,male,A,NA,NA,10/30/2009,Yes.sperm,1.8,39,23,24,16.5,7.5,11.5,18.5,1.19,2.31,2.64,NA,NA,NA,NA,58.34
312,merianae,hunted,male,A,NA,NA,10/30/2009,Yes.sperm,1.7,38,57,22.5,16,7.5,11.5,17,1.93,2.51,3.48,NA,NA,NA,NA,9.74
313,merianae,hunted,male,A,NA,NA,10/30/2009,No.sperm,1.45,37.5,59,22.5,15,7,11,17.5,1.45,1.98,1.71,NA,NA,NA,NA,4.07
314,merianae,hunted,male,A,NA,NA,10/30/2009,Yes.sperm,1.5,40,36.5,23,16.5,7.5,11.5,17.5,2.01,2.77,4.02,NA,NA,NA,NA,16.17
316,merianae,hunted,male,C,NA,NA,11/10/2009,Yes.sperm,2.4,40,65,27.5,18,8.5,13.5,18,2.07,2.82,5.06,NA,NA,NA,NA,30.98
317,merianae,hunted,male,C,NA,NA,11/14/2009,Yes.sperm,1.5,34,18,23,15,7,10,15,1.74,2.49,2.8,NA,NA,NA,NA,16.72
319,merianae,hunted,male,C,NA,NA,11/14/2009,Yes.sperm,1.85,38.5,66,22,15.5,7.5,11,17.5,1.76,2.72,3.24,NA,NA,NA,NA,13.7
320,merianae,hunted,male,C,NA,NA,11/14/2009,No.sperm,0.65,30,13,17.5,11.5,5,8.5,13.5,1.07,1.65,0.76,NA,NA,NA,NA,17.63
321,merianae,hunted,male,C,NA,NA,11/14/2009,No.sperm,0.8,31.5,13.5,17.5,12.5,6,9,15,1.29,1.95,1.35,NA,NA,NA,NA,38.22
328,merianae,hunted,male,A,NA,NA,11/17/2009,Yes.sperm,3.1,46,39,30,18.5,9.5,13.5,21,2.13,2.88,5.33,NA,NA,NA,NA,115.4
330,merianae,hunted,male,C,NA,NA,11/22/2009,Yes.sperm,2.9,44,67,26,19,9.5,13.5,21,2.17,2.51,3.85,NA,NA,NA,NA,78.1
334,merianae,hunted,male,C,NA,NA,11/22/2009,Yes.sperm,1,33,22,20,13,6,9.5,14.5,1.51,2.45,2.02,NA,NA,NA,NA,5.27
335,merianae,hunted,male,C,NA,NA,11/22/2009,Yes.sperm,1.3,37,54,21,15,7,10.5,17.5,1.56,2.57,2.36,NA,NA,NA,NA,16.39
337,merianae,hunted,male,C,NA,NA,11/22/2009,Yes.sperm,0.9,31.5,13,19.5,13,6,9,14.5,1.51,2.4,2.04,NA,NA,NA,NA,32.18
340,merianae,roadkilled,male,H,"30º 57,8871´","62º25,815´",11/22/2009,No.sperm,NA,42,17,26,18,9,13,17,NA,NA,NA,NA,NA,NA,NA,NA
342,merianae,roadkilled,male,H,"30º59,484´","62º34,280´",11/22/2009,Yes.sperm,3.1,41,22,NA,20,9,14.5,NA,NA,NA,3.38,NA,NA,NA,NA,8.56
343,merianae,hunted,male,A,NA,NA,11/24/2009,Yes.sperm,2.45,42,66.5,26,17,8,12.5,19,NA,NA,NA,NA,NA,NA,NA,16.61
346,merianae,hunted,male,A,NA,NA,11/24/2009,Yes.sperm,1.45,37,66.5,22,14,6.5,10,18.5,1.7,2.51,2.55,NA,NA,NA,NA,34.48
347,merianae,hunted,male,A,NA,NA,11/24/2009,Yes.sperm,0.8,29.5,34.5,20,11.5,5,8,14,0.99,1.45,0.58,NA,NA,NA,NA,9.76
349,merianae,hunted,male,A,NA,NA,11/24/2009,Yes.sperm,1.2,35,59,20,13.5,6.5,9.5,17.5,1.67,2.31,2.51,NA,NA,NA,NA,9.84
352,merianae,hunted,male,A,NA,NA,11/24/2009,No.sperm,0.75,30,51,18,11.5,5.5,8,13.5,NA,NA,NA,NA,NA,NA,NA,NA
354,rufescens,hunted,male,D,NA,NA,11/27/2009,Yes.sperm,1.7,40,48,23,16,7.5,11,18,1.79,2.65,3.65,NA,NA,NA,NA,20.58
356,merianae,hunted,male,C,NA,NA,11/27/2009,Yes.sperm,1.6,36,60,23,15,7,10.5,14.5,1.61,2.21,2.31,NA,NA,NA,NA,9.29
357,merianae,hunted,male,C,NA,NA,11/27/2009,Yes.sperm,1.45,37.5,21,29.5,15,7,10,17,1.67,2.4,2.54,NA,NA,NA,NA,14.95
358,merianae,hunted,male,C,NA,NA,11/27/2009,Yes.sperm,1.6,38,18.5,22,15,7.5,11.5,17,1.73,2.2,2.13,NA,NA,NA,NA,21.76
359,merianae,hunted,male,C,NA,NA,11/27/2009,Yes.sperm,1.9,41,13,24,16.5,7.5,11.5,18.5,1.82,2.46,3.72,NA,NA,NA,NA,38.44
