"UF.Animal.ID","Status","Capture.Date","Capture.Location","Trap.Name","Capture.Notes","UTM.Easting","UTM.Northing","Specimen.Condition","Intake.SVL","Intake.TL","Intake.Weight.kg","Measurements","Intake.Sex","Age.Class","General.Notes","Euth.Date","Final.Disposition","Nec.SVL","Nec.TL","Nec.Weight.kg","Fat.Wt..g.","Malformations","Extremities","Extremities.Notes","Reproductive.Sys","Nec.Sex","Additional.Notes","Date.Diff","Analysis.Sex","SVL_Diff","Weight_Diff"
"TuMe1828","captured;UF trap line",2016-08-11,"B1",352,NA,551812,2806613,"Live",30.1,85.9,1,"Dead","Female",NA,NA,2016-08-11,"Disposed at South Dade Landfill",30.6,86,0.97,37.246,NA,"Normal",NA,"Abnormal","Female",NA,0,"Female",-0.5,0.03
"TuMe1829","captured;UF trap line",2016-08-12,"HH1",298,NA,553958,2806546,"Live",24,65.6,0.5,"Dead","Female",NA,NA,2016-08-12,"Disposed at South Dade Landfill",24,65.4,0.465,9.344,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0,0.035
"TuMe1830","captured;UF trap line",2016-08-12,"L3",410,NA,553939,2806569,"Live",15.2,43.4,0.12,"Dead","Unknown",NA,NA,2016-08-12,NA,15.3,44,0.11,0.784,"tail fell off post-mortem, TL is calculated by adding on end of tail measurement = 8.6 cm","Normal",NA,"Normal","Female",NA,0,"Female",-0.100000000000001,0.01
"TuMe1831","captured;UF trap line",2016-08-12,"JD4",360,NA,552318,2806240,"Live",23.1,66.6,0.37,"Dead","Male",NA,NA,2016-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1834","captured;UF trap line",2016-08-16,"TH3",321,NA,553415,2806531,"Live",29.7,81.5,0.85,"Dead","Female",NA,NA,2016-08-16,"Disposed at South Dade Landfill",28.7,81.5,0.845,23.058,NA,"Normal",NA,"Normal","Female",NA,0,"Female",1,0.005
"TuMe1835","captured;UF trap line",2016-08-16,"PTH1",356,NA,551997,2806468,"Live",17.6,50.8,0.152,"Dead","Male",NA,NA,2016-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1838","captured;UF trap line",2016-08-17,"THE",424,"THE",552677,2806546,"Live",25.1,71.1,0.62,"Dead","Female",NA,NA,2016-08-17,NA,26.7,72.3,0.59,13.393,NA,"Normal",NA,"Normal","Female",NA,0,"Female",-1.6,0.03
"TuMe1841","captured;UF trap line",2016-08-17,"THJ",429,NA,551421,2806534,"Live",22,63.2,0.39,"Dead","Male",NA,NA,2016-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1842","captured;UF trap line",2016-08-17,"TH24",315,NA,551027,2804019,"Live",14,38.5,0.1,"Dead","Unknown",NA,NA,2016-08-17,NA,13.8,38.9,0.082,0.686,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0.199999999999999,0.018
"TuMe1848","captured;UF trap line",2016-08-23,"THA",420,"THA",553857,2806565,"Live",15,43.6,0.125,"Dead","Male",NA,NA,2016-08-23,"Disposed at South Dade Landfill",15.2,44.3,0.12,1.437,"Thoracic cavity cut open prior to necropsy, exposing heart - pictures taken # 1184-1185","Normal",NA,"Normal","Male",NA,0,"Male",-0.199999999999999,0.005
"TuMe1849","captured;UF trap line",2016-08-24,"L1",408,"L1",553941,2806568,"Live",25.5,73.2,0.43,"Dead","Male",NA,NA,2016-08-24,"Disposed at South Dade Landfill",24,72,0.425,5.104,"Thoracic cavity cut open prior to necropsy, exposing heart. Pictures taken # 1213-1214","Normal",NA,"Normal","Male",NA,0,"Male",1.5,0.005
"TuMe1850","captured;UF trap line",2016-08-24,"JD4",360,"JD4",552318,2806240,"Live",19,54.6,0.23,"Dead","Female",NA,NA,2016-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1852","captured;UF trap line",2016-08-25,"THJ",429,"Hatchling",551421,2806534,"Live",14.5,39.4,0.08,"Dead","Unknown",NA,NA,2016-08-25,"Disposed at South Dade Landfill",13.5,39.4,0.08,2.905,NA,"Normal",NA,"Normal","Male",NA,0,"Male",1,0
"TuMe1853","captured;UF trap line",2016-08-26,"TH6",327,NA,552615,2806531,"Live",16.4,46,0.14,"Dead","Male",NA,NA,2016-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1854","captured;UF trap line",2016-08-26,"TH8",329,NA,552063,2806545,"Live",21.7,62.2,0.32,"Dead","Female",NA,NA,2016-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1856","captured;UF trap line",2016-08-30,"TH7",328,NA,552335,2806544,"Live",14.6,41.5,0.09,"Dead","Unknown",NA,"Hatchling, Blue nose scales",2016-08-30,"Disposed at South Dade Landfill",14.6,41.7,0.083,0.214,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0,0.00699999999999999
"TuMe1857","captured;UF trap line",2016-09-01,"THC",422,NA,553260,2806559,"Live",17.5,49.1,0.17,"Dead","Female",NA,NA,2016-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1860","captured;UF trap line",2016-09-02,"PTH2",357,NA,551990,2806299,"Live",20.4,60,0.24,"Dead","Female",NA,NA,2016-09-02,"Shipped to Jan Hoover at the US Army Engineer Research and Development center (Vicksburg, MS)",20,59.5,0.24,1.213,"Tail severed post mortem in freezer. Tail end = 15.8 cm ventral and dorsal.","Normal",NA,"Normal","Female",NA,0,"Female",0.399999999999999,0
"TuMe1862","captured;UF trap line",2016-09-07,"TH5",323,NA,552841,2806549,"Live",20,58,0.32,"Dead","Female",NA,NA,2016-09-07,"Disposed at South Dade Landfill",19.7,58.3,0.32,11.492,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0.300000000000001,0
"TuMe1863","captured;UF trap line",2016-09-07,"TH10",300,NA,551649,2806539,"Live",17,47.4,0.12,"Dead","Female",NA,"Hatchling",2016-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1865","captured;UF trap line",2016-09-08,"L2",409,NA,553940,2806565,"Live",14,40,0.07,"Dead","Unknown",NA,"Hatchling",2016-09-08,"Disposed at South Dade Landfill",14.1,40.1,0.07,0.197,NA,"Normal",NA,"Normal","Female",NA,0,"Female",-0.0999999999999996,0
"TuMe1866","captured;UF trap line",2016-09-08,"L4",411,NA,553939,2806575,"Live",17.7,50.9,0.15,"Dead","Male",NA,"Juvenile",2016-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1869","captured;UF trap line",2016-09-09,"TH6",327,NA,552615,2806531,"Live",18.2,50.5,0.16,"Dead","Male",NA,NA,2016-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1871","captured;UF trap line",2016-09-09,"JD3",361,NA,552325,2806410,"Live",20.5,59.2,0.3,"Dead","Male",NA,NA,2016-09-09,NA,21.7,59.3,0.285,4.652,NA,"Normal",NA,"Normal","Male","used spring scale for measurements",0,"Male",-1.2,0.015
"TuMe1873","captured;UF trap line",2016-09-13,"THF",425,NA,552416,2806545,"Live",20,57.2,0.28,"Dead","Female",NA,NA,2016-09-13,"Shipped to Jan Hoover at the US Army Engineer Research and Development center (Vicksburg, MS)",19.9,56.7,0.28,5.625,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0.100000000000001,0
"TuMe1874","captured;UF trap line",2016-09-13,"PTH1",356,NA,551997,2806468,"Live",25.9,72.1,0.58,"Dead","Male",NA,NA,2016-09-13,NA,26,72.5,0.58,33.768,"Scar on dorsal side of midtail. Likely incision on ventral thoracic cavity. Clear cut through sternum and peritineum - ventricle is uncovered. Pictures taken #874,875,876","Normal",NA,"Normal","Male",NA,0,"Male",-0.100000000000001,0
"TuMe1876","captured;UF trap line",2016-09-14,"TH1",299,NA,553958,2806570,"Live",17.7,49.8,0.15,"Dead","Male",NA,NA,2016-09-14,"Shipped to Jan Hoover at the US Army Engineer Research and Development center (Vicksburg, MS)",17.5,49.7,0.15,0.235,NA,"Normal",NA,"Normal","Male",NA,0,"Male",0.199999999999999,0
"TuMe1877","captured;UF trap line",2016-09-14,"JD3",361,NA,552325,2806410,"Live",21.3,60,0.34,"Dead","Female",NA,NA,2016-09-14,"Disposed at South Dade Landfill",21.9,60.8,0.33,3.824,NA,"Normal",NA,"Normal","Female",NA,0,"Female",-0.599999999999998,0.01
"TuMe1880","captured;UF trap line",2016-09-16,"B1",352,NA,551812,2806613,"Live",27.1,77,0.72,"Dead","Male",NA,"Sub-adult, currently shedding",2016-09-16,"Shipped to Jan Hoover at the US Army Engineer Research and Development center (Vicksburg, MS)",26.2,76.7,0.72,36.984,NA,"Normal",NA,"Normal","Male",NA,0,"Male",0.900000000000002,0
"TuMe1882","captured;UF trap line",2016-09-20,"TH1",299,"hatchling",553958,2806570,"Live",15.6,43.3,0.12,"Dead","Unknown",NA,"hatchling",2016-09-20,NA,16.4,44.7,0.12,1.501,"Head mostly destroyed by captive bolt. Makes dorsal SVL (43.8 cm) somewhat unreliable.","Normal",NA,"Normal","Male",NA,0,"Male",-0.799999999999999,0
"TuMe1884","captured;UF trap line",2016-09-21,"TH1",299,NA,553958,2806570,"Live",15.3,43,0.09,"Dead","Unknown",NA,"hatchling",2016-09-21,NA,15.9,43.6,0.092,0.151,NA,"Normal",NA,"Normal","Female",NA,0,"Female",-0.6,-0.002
"TuMe1886","captured;UF trap line",2016-09-22,"JD3",361,NA,552325,2806410,"Live",26.3,75,0.56,"Dead","Female",NA,"Young adult, bruised snout.",2016-09-22,NA,26.2,75.5,0.56,3.094,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0.100000000000001,0
"TuMe1887","captured;UF trap line",2016-09-23,"JD1",359,NA,552213,2806478,"Live",21.3,59.9,0.285,"Dead","Female",NA,"Sub-adult",2016-09-23,"Disposed at South Dade Landfill",20.6,59.5,0.28,3.052,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0.699999999999999,0.00499999999999995
"TuMe1890","captured;UF trap line",2016-09-28,"L2",409,NA,553940,2806565,"Live",18.1,52.7,0.18,"Dead","Female",NA,NA,2016-09-28,"Disposed at South Dade Landfill",17.8,51.8,0.18,2.792,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0.300000000000001,0
"TuMe1892","captured;UF trap line",2016-09-29,"HH3",288,NA,553421,2806540,"Live",21.6,63.2,0.42,"Dead","Male",NA,NA,2016-09-29,NA,21.1,62.5,0.4,19.98,NA,"Normal",NA,"Normal","Male",NA,0,"Male",0.5,0.02
"TuMe1893","captured;UF trap line",2016-09-29,"PTH2",357,NA,551990,2806299,"Live",25.6,73.4,0.55,"Dead","Female",NA,NA,2016-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1894","captured;UF trap line",2016-10-04,"TH1",299,"Trap checked twice this day. Got hurricane prep notice to close all traps for hurricane Matthew. Tegu captured upon re-visiting trap to close.",553958,2806570,"Live",18.2,51.9,0.22,"Dead","Male",NA,"Sub-adult",2016-10-04,"Disposed at South Dade Landfill",18.1,51.7,0.22,5.129,NA,"Normal",NA,"Normal","Male",NA,0,"Male",0.0999999999999979,0
"TuMe1897","captured;UF trap line",2017-04-12,NA,516,NA,553939,2806569,"Live",33,87.4,1.3,"Dead","Male",NA,"Animal ID previously used by FWC. Kept for possible transfer to Ohio.",2017-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Male",NA,NA
"TuMe1898","captured;UF trap line",2017-04-13,"DFC2",525,NA,552332,2806274,"Live",30.4,80.3,0.95,"Dead","Female",NA,"Animal ID previously used by FWC.",2017-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1899","captured;UF trap line",2017-04-14,NA,433,NA,553958,2806570,"Live",18.5,51.8,0.225,"Dead","Female",NA,NA,2017-04-14,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1901","captured;UF trap line",2017-04-21,NA,518,NA,553937,2806575,"Live",29,79.8,0.75,"Dead","Male",NA,NA,2017-04-21,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1902","captured;UF trap line",2017-04-21,NA,577,NA,552318,2806240,"Live",25.1,70.6,0.5,"Dead","Female",NA,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1903","captured;UF trap line",2017-04-25,NA,432,NA,553958,2806546,"Live",17.9,51,0.08,"Dead","Male",NA,NA,2017-04-25,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1905","captured;UF trap line",2017-04-25,NA,437,NA,553415,2806531,"Live",16.6,47.6,0.07,"Dead","Male",NA,NA,2017-04-25,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1906","captured;UF trap line",2017-04-25,NA,468,NA,551008,2806486,"Live",29.5,80.4,0.78,"Dead","Male",NA,NA,2017-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1907","captured;UF trap line",2017-04-25,NA,519,NA,553413,2806524,"Live",15.2,42.8,0.05,"Dead","Female",NA,NA,2017-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1909","captured;UF trap line",2017-03-30,"TH29",489,NA,551054,2801754,"Live",29.7,81.2,0.91,"Dead","Female",NA,NA,2017-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1910","captured;UF trap line",2017-04-25,NA,536,NA,551004,2807594,"Live",14.2,41.3,0.04,"Dead","Male",NA,NA,2017-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1911","captured;UF trap line",2017-04-26,NA,433,NA,553958,2806570,"Live",19.7,56.3,0.22,"Dead","Male",NA,NA,2017-04-26,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1912","captured;UF trap line",2017-04-26,NA,574,NA,552213,2806478,"Live",15.7,45.3,0.12,"Dead","Male",NA,NA,2017-04-26,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1915","captured;UF trap line",2017-04-04,NA,449,NA,551846,2806539,"Live",33.7,87.9,1.78,"Alive","Female",NA,"Measured alive on 4-Apr-2017. Measured dead 7-Apr-2017. SVL: 35.7cm, TL: 90.8cm, weight: 1.62kg",2017-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Female",NA,NA
"TuMe1916","captured;UF trap line",2017-04-05,NA,449,NA,552063,2806545,"Live",35.7,93.9,1.55,"Alive","Male",NA,"Measured alive on 5-Apr-2017. Measured dead 7-Apr-2017: SVL: 35.5cm, TL: 94.3cm, weight: 1.32kg.",2017-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Male",NA,NA
"TuMe1919","captured;UF trap line",2017-04-06,NA,578,NA,552001,2806455,"Live",22.9,63.9,0.5,"Alive","Female",NA,"Measured alive on 6-Apr-2017. Measured dead 7-Apr-2017: SVL: 22.3cm, TL: 62.9cm, weight 0.34kg.",2017-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Female",NA,NA
"TuMe1920","captured;UF trap line",2017-04-06,"DFF4",539,NA,551001,2807596,"Live",24,67,0.85,"Alive","Male",NA,"Scarring across dorsal side extending to base of tail. Measured alive on 6-Apr-2017; measured dead on 7-Apr-2017: SVL: 28.0cm; TL 77.0cm; weight 0.67kg",2017-04-07,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Male",NA,NA
"TuMe1922","captured;UF trap line",2017-04-07,"TH8",447,NA,552063,2806545,"Live",28.1,75.4,0.65,"Dead","Male",NA,NA,2017-04-07,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1924","captured;UF trap line",2017-04-19,"JD1",574,NA,552213,2806478,"Live",26,73.2,0.55,"Dead","Female",NA,NA,2017-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1925","captured;UF trap line",2017-04-19,"JD3",576,NA,552327,2806273,"Live",35,91.8,1.15,"Dead","Female",NA,"Scarring near back right leg",2017-04-19,NA,35.2,92.1,1.13,10.354,NA,"Normal",NA,"Normal","Female",NA,0,"Female",-0.200000000000003,0.02
"TuMe1926","captured;UF trap line",2017-04-19,"HH9",448,NA,551859,2806542,"Live",23.9,70.3,0.4,"Dead","Female",NA,NA,2017-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1927","captured;UF trap line",2017-04-19,"DFE1",534,NA,551800,2806556,"Live",19.5,54.9,0.21,"Dead","Female",NA,NA,2017-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1928","captured;UF trap line",2017-04-26,"RRP2- Redland rock pit",584,NA,550625,2812210,"Live",33.7,89.4,1.4,"Alive","Male",NA,"Kept for transfer to Ohio",NA,"Transferred to Miami University of Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA
"TuMe1929","captured;UF trap line",2017-04-27,NA,468,NA,551008,2806486,"Live",27.8,74.8,0.85,"Dead","Male",NA,NA,2017-04-27,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1931","captured;UF trap line",2017-05-03,NA,572,NA,549372,2806546,"Live",20.7,60.1,0.25,"Dead","Male",NA,NA,2017-05-03,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1934","captured;UF trap line",2017-04-28,NA,534,NA,551800,2806556,"Live",26.7,74.5,0.6,"Dead","Male",NA,NA,2017-04-28,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1935","captured;UF trap line",2017-05-03,NA,571,NA,549374,2806546,"Live",29.4,79.7,0.84,"Dead","Male",NA,NA,2017-05-03,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1936","captured;UF trap line",2017-05-03,NA,449,NA,551846,2806539,"Live",24.2,71.4,0.51,"Dead","Male",NA,NA,2017-05-03,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1937","captured;UF trap line",2017-05-03,NA,525,NA,552332,2806274,"Live",31.2,85.6,0.99,"Dead","Female",NA,NA,2017-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1938","captured;UF trap line",2017-05-03,NA,438,NA,553145,2806554,"Live",36,94.5,1.43,"Dead","Male",NA,NA,2017-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1939","captured;UF trap line",2017-05-04,"RRP5",587,NA,550673,2812216,"Live",35.3,93.6,1.5,"Alive","Male",NA,"Kept for transfer to Ohio",NA,"Shipped to Paule Schaeffer, Miami University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA
"TuMe1940","captured;UF trap line",2017-05-04,NA,461,NA,549489,2806515,"Live",21.6,59,0.36,"Dead","Male",NA,NA,2017-05-04,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1943","captured;UF trap line",2017-05-04,NA,515,NA,553940,2806565,"Live",29.3,81.8,0.81,"Dead","Male",NA,NA,2017-05-04,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1944","captured;UF trap line",2017-05-04,NA,518,NA,553937,2806575,"Live",21.3,59.2,0.28,"Dead","Female",NA,NA,2017-05-04,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1945","captured;UF trap line",2017-05-05,NA,433,NA,553958,2806570,"Live",20,57.6,0.28,"Dead","Female",NA,NA,2017-05-05,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1946","captured;UF trap line",2017-05-05,NA,437,NA,553415,2806531,"Live",27.3,70.5,0.66,"Dead","Male",NA,NA,2017-05-05,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1947","captured;UF trap line",2017-05-05,NA,522,NA,553417,2806520,"Live",31.6,86.1,1.06,"Dead","Male",NA,NA,2017-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1949","captured;UF trap line",2017-05-05,NA,536,NA,551004,2807594,"Live",27.1,76,0.7,"Dead","Female",NA,NA,2017-05-05,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1950","captured;UF trap line",2017-05-09,"RRP4 - Redland rockpit",586,NA,550654,2812216,"Live",29.6,81,0.97,"Alive","Male",NA,"Kept for Transfer",NA,"Shipped to Paul Schaeffer, Miami University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA
"TuMe1951","captured;UF trap line",2017-05-09,NA,433,NA,553958,2806570,"Live",23.8,66,0.46,"Dead","Male",NA,NA,2017-05-09,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1952","captured;UF trap line",2017-05-09,NA,448,NA,551859,2806542,"Live",21.3,62.1,0.4,"Dead","Male",NA,NA,2017-05-09,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1953","captured;UF trap line",2017-05-09,NA,508,NA,550996,2806366,"Live",28,75.9,0.67,"Dead","Female",NA,NA,2017-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1954","captured;UF trap line",2017-05-10,"TH3",437,NA,553415,2806531,"Live",30.2,82.6,0.88,"Dead","Female",NA,NA,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1955","captured;UF trap line",2017-05-10,NA,439,NA,553188,2806558,"Live",34,92,1.22,"Dead","Male",NA,NA,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1956","captured;UF trap line",2017-05-10,"DFA5",518,NA,553939,2806575,"Live",18.7,52.5,0.18,"Dead","Female",NA,NA,2017-05-10,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1957","captured;UF trap line",2017-05-10,"DFC2",525,NA,552332,2806254,"Live",24.1,70.2,0.48,"Dead","Female",NA,NA,2017-05-10,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1958","captured;UF trap line",2017-05-10,"DFC4",527,NA,552331,2806269,"Live",23.5,68,0.37,"Dead","Female",NA,NA,2017-05-10,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1960","captured;UF trap line",2017-05-10,NA,540,NA,551001,2807595,"Live",24.9,68.6,0.46,"Dead","Male",NA,NA,2017-05-10,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1961","captured;UF trap line",2017-05-10,"DFO1",569,NA,549376,2806546,"Live",23.8,68.2,0.44,"Dead","Female",NA,NA,2017-05-10,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1962","captured;UF trap line",2017-05-11,"TH1",433,NA,553958,2806570,"Live",24.6,67.7,0.47,"Dead","Male",NA,NA,2017-05-11,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1963","captured;UF trap line",2017-05-11,"JD1",574,NA,552213,2806478,"Live",18.7,53.4,0.18,"Dead","Male",NA,NA,2017-05-11,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1964","captured;UF trap line",2017-05-11,"DFA2",515,NA,553940,2806565,"Live",16.3,46.9,0.12,"Dead","Female",NA,NA,2017-05-11,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",NA,NA
"TuMe1965","captured;UF trap line",2017-05-11,"DFO3",571,NA,549374,2806546,"Live",26.6,73.5,0.68,"Dead","Male",NA,NA,2017-05-11,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1966","captured;UF trap line",2017-05-12,"TH1",433,NA,553958,2806570,"Live",27.8,78.1,0.74,"Dead","Male",NA,NA,2017-05-12,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1967","captured;UF trap line",2017-05-12,"DFA3",516,NA,553939,2806569,"Live",18.4,51.5,0.2,"Dead","Male",NA,NA,2017-05-12,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1968","captured;UF trap line",2017-05-16,"TH1",433,NA,553958,2806570,"Live",27.6,73.5,0.58,"Dead","Male",NA,NA,2017-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1969","captured;UF trap line",2017-05-16,"TH$",439,NA,553188,2806558,"Live",27.2,73.4,0.66,"Dead","Male",NA,NA,2017-05-16,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1971","captured;UF trap line",2017-05-16,"HH19",468,NA,551008,2806486,"Live",23.3,68.3,0.44,"Dead","Male",NA,NA,2017-05-16,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1972","captured;UF trap line",2017-05-16,"DFA1",514,NA,553941,2806568,"Live",21.7,64.1,0.34,"Dead","Male",NA,NA,2017-05-16,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
"TuMe1973","captured;UF trap line",2017-05-16,"DFA4",517,NA,553939,2806575,"Live",19,54.5,0.18,"Dead","Male",NA,NA,2017-05-16,"Disposed of at South Dade Landfill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",NA,NA
