OID_,UF_Animal_ID,Status,Capture_Date,Capture_Location,Trap_Name,Capture_Notes,UTM_Easting,UTM_Northing,Specimen_Condition,Intake_SVL,Intake_TL,Intake_Weight_kg,Measurements,Intake_Sex,Age_Class,General_Notes,Euth_Date,Final_Disposition,Nec_SVL,Nec_TL,Nec_Weight_kg,fat_g,Malformations,Extremities,Extremities_Notes,Reproductive_Sys,Nec_Sex,GI_Wt,Additional_Notes,Date_Diff,Analysis_Sex,SVL_Diff,Weight_Diff,mass_g,fulton,year,month_numb,day,month,percfat,sizeclass,NEAR_FID,C110111_DIST,C110424_DIST,JDC_DIST,Pond_DIST,UP_DIST,WCS_DIST,Hab1,Hab2
252,TuMe1868,captured;UF trap line,9/8/2016,TH20,311,NA,551014,2805945,Live,12.5,19.5,0.06,Dead,Unknown,NA,"Hatchling; missing tail, 1.8cm tail generation.",9/8/2016,Disposed at South Dade Landfill,12.3,19.3,0.06,2.235,tail regen = 1.8cm,Normal,NA,Normal,Male,4.264,NA,0,Male,0.2,0,60,3.072,2016,9,8,Sep,3.725,Group1,1,7062.177001,586.2183893,1248.144623,1043.03835,3046.972432,4311.072488,4,4
665,TuMe1869,captured;UF trap line,9/9/2016,TH6,327,NA,552615,2806531,Live,18.2,50.5,0.16,Dead,Male,NA,NA,9/9/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,160,2.654029945,2016,9,9,Sep,NA,Group2,1,7824.174397,1617,465.2590676,670.2313034,1379.057649,5144.354673,4,4
666,TuMe1870,captured;UF trap line,9/9/2016,TH7,328,NA,552335,2806544,Live,15.1,21.3,0.08,Dead,Unknown,NA,Missing majority of tail. 1.9cm tail regen,9/9/2016,Disposed at South Dade Landfill,14.9,21.5,0.085,2.484,tail regen = 1.7cm,Normal,NA,Normal,Male,3.099,NA,0,Male,0.2,0.005,80,2.323588108,2016,9,9,Sep,3.105,Group1,1,7782.709168,1337.0632,272.3765776,407.4616546,1658.506859,5078.160691,4,4
667,TuMe1871,captured;UF trap line,9/9/2016,JD3,361,NA,552325,2806410,Live,20.5,59.2,0.3,Dead,Male,NA,NA,9/9/2016,NA,21.7,59.3,0.285,4.652,NA,Normal,NA,Normal,Male,38.411,used spring scale for measurements,0,Male,1.2,0.015,300,3.482247791,2016,9,9,Sep,1.550666667,Group2,1,7649.055497,1332.505159,157.7624797,364.2375598,1677.155032,4946.106752,12,15
668,TuMe1872,captured;UF trap line,9/9/2016,PTH2,357,NA,551990,2806299,Live,22,58.1,0.395,Dead,Female,NA,Tail is super kinked!,9/9/2016,Disposed at South Dade Landfill,22.2,61.4,0.39,6.1,Chest cavity exposed and cut open prior to necropsy. Pic: 103-1202 to 103-1204,Abnormal,Tail is kinked,Normal,Female,37.583,NA,0,Female,0.2,0.005,395,3.709616829,2016,9,9,Sep,1.544303797,Group2,1,7486.636895,1018.767883,220.0204536,85.70297544,2023.315349,4760.948015,4,4
669,TuMe1873,captured;UF trap line,9/13/2016,THF,425,NA,552416,2806545,Live,20,57.2,0.28,Dead,Female,NA,NA,9/13/2016,"Shipped to Jan Hoover at the US Army Engineer Research and Development center (Vicksburg, MS)",19.9,56.7,0.28,5.625,NA,Normal,NA,Normal,Female,13.009,NA,0,Female,0.1,0,280,3.5,2016,9,13,Sep,2.008928571,Group2,1,7798.368291,1418.06911,318.5671044,483.0538272,1577.507211,5100.397043,4,4
670,TuMe1874,captured;UF trap line,9/13/2016,PTH1,356,NA,551997,2806468,Live,25.9,72.1,0.58,Dead,Male,NA,NA,9/13/2016,NA,26,72.5,0.58,33.768,"Scar on dorsal side of midtail. Likely incision on ventral thoracic cavity. Clear cut through sternum and peritineum - ventricle is uncovered. Pictures taken #874,875,876",Normal,NA,Normal,Male,41.951,NA,0,Male,0.1,0,580,3.338325665,2016,9,13,Sep,5.822068966,Group3,1,7655.018877,1000.984515,270.0462923,94.70480452,1999.426168,4928.013799,4,4
1341,TuMe1876,captured;UF trap line,9/14/2016,TH1,299,NA,553958,2806570,Live,17.7,49.8,0.15,Dead,Male,NA,NA,9/14/2016,"Shipped to Jan Hoover at the US Army Engineer Research and Development center (Vicksburg, MS)",17.5,49.7,0.15,0.235,NA,Normal,NA,Normal,Male,12.781,NA,0,Male,0.2,0,150,2.705026101,2016,9,14,Sep,0.156666667,Group2,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
671,TuMe1877,captured;UF trap line,9/14/2016,JD3,361,NA,552325,2806410,Live,21.3,60,0.34,Dead,Female,NA,NA,9/14/2016,Disposed at South Dade Landfill,21.9,60.8,0.33,3.824,NA,Normal,NA,Normal,Female,43.714,NA,0,Female,0.6,0.01,340,3.51835864,2016,9,14,Sep,1.124705882,Group2,1,7649.055497,1332.505159,157.7624797,364.2375598,1677.155032,4946.106752,12,15
672,TuMe1880,captured;UF trap line,9/16/2016,B1,352,NA,551812,2806613,Live,27.1,77,0.72,Dead,Male,NA,"Sub-adult, currently shedding",9/16/2016,"Shipped to Jan Hoover at the US Army Engineer Research and Development center (Vicksburg, MS)",26.2,76.7,0.72,36.984,NA,Normal,NA,Normal,Male,49.111,NA,0,Male,0.9,0,720,3.617633976,2016,9,16,Sep,5.136666667,Group4,1,7776.374734,818.1197956,505.0990002,277.1082821,2181.179727,5038.647636,4,4
673,TuMe1881,captured;UF trap line,9/20/2016,TH5,323,hatchling,552841,2806549,Live,13.2,32.1,0.06,Dead,Unknown,NA,hatchling; tail regen 5.1cm,9/20/2016,Disposed at South Dade Landfill,13.3,32.4,0.07,1.457,Tail regen = 5.1 cm,Normal,Tail is detaching 6cm from vent,Normal,Male,4.403,NA,0,Male,0.1,0.01,60,2.608731948,2016,9,20,Sep,2.428333333,Group1,1,7892.444805,1843.087898,677.6208379,895.0988772,1152.562363,5234.923973,5,5
1342,TuMe1882,captured;UF trap line,9/20/2016,TH1,299,hatchling,553958,2806570,Live,15.6,43.3,0.12,Dead,Unknown,NA,hatchling,9/20/2016,NA,16.4,44.7,0.12,1.501,Head mostly destroyed by captive bolt. Makes dorsal SVL (43.8 cm) somewhat unreliable.,Normal,NA,Normal,Male,11.047,NA,0,Male,0.8,0,120,3.160875942,2016,9,20,Sep,1.250833333,Group1,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1343,TuMe1884,captured;UF trap line,9/21/2016,TH1,299,NA,553958,2806570,Live,15.3,43,0.09,Dead,Unknown,NA,hatchling,9/21/2016,NA,15.9,43.6,0.092,0.151,NA,Normal,NA,Normal,Female,4.934,NA,0,Female,0.6,0.002,90,2.512859559,2016,9,21,Sep,0.167777778,Group1,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
674,TuMe1886,captured;UF trap line,9/22/2016,JD3,361,NA,552325,2806410,Live,26.3,75,0.56,Dead,Female,NA,"Young adult, bruised snout.",9/22/2016,NA,26.2,75.5,0.56,3.094,NA,Normal,NA,Normal,Female,29.144,NA,0,Female,0.1,0,560,3.078369742,2016,9,22,Sep,0.5525,Group3,1,7649.055497,1332.505159,157.7624797,364.2375598,1677.155032,4946.106752,12,15
675,TuMe1887,captured;UF trap line,9/23/2016,JD1,359,NA,552213,2806478,Live,21.3,59.9,0.285,Dead,Female,NA,Sub-adult,9/23/2016,Disposed at South Dade Landfill,20.6,59.5,0.28,3.052,NA,Normal,NA,Normal,Female,31.189,NA,0,Female,0.7,0.005,285,2.94921239,2016,9,23,Sep,1.070877193,Group2,1,7697.014096,1216.155418,176.0255663,269.4531499,1783.213111,4984.236351,4,4
1344,TuMe1890,captured;UF trap line,9/28/2016,L2,409,NA,553940,2806565,Live,18.1,52.7,0.18,Dead,Female,NA,NA,9/28/2016,Disposed at South Dade Landfill,17.8,51.8,0.18,2.792,NA,Normal,NA,Normal,Female,7.345,NA,0,Female,0.3,0,180,3.035545735,2016,9,28,Sep,1.551111111,Group2,1,8238.306865,2942.196458,1749.876853,1986.632578,56.64803615,5721.063013,4,4
676,TuMe1893,captured;UF trap line,9/29/2016,PTH2,357,NA,551990,2806299,Live,25.6,73.4,0.55,Dead,Female,NA,NA,9/29/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,550,3.278255463,2016,9,29,Sep,NA,Group3,1,7486.636895,1018.767883,220.0204536,85.70297544,2023.315349,4760.948015,4,4
1345,TuMe1894,captured;UF trap line,10/4/2016,TH1,299,Trap checked twice this day. Got hurricane prep notice to close all traps for hurricane Matthew. Tegu captured upon re-visiting trap to close.,553958,2806570,Live,18.2,51.9,0.22,Dead,Male,NA,Sub-adult,10/4/2016,Disposed at South Dade Landfill,18.1,51.7,0.22,5.129,NA,Normal,NA,Normal,Male,28.806,NA,0,Male,0.1,0,220,3.649291175,2016,10,4,Oct,2.331363636,Group2,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
677,TuMe1896,captured;UF trap line,4/12/2017,P2,580,NA,551992,2806293,Live,24.3,58.1,0.48,Dead,Male,NA,Animal ID previously used by FWC; Regen tail: 15.9cm,4/12/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,480,3.34520253,2017,4,12,Apr,NA,Group3,1,7480.968119,1022.095886,218.1857007,92.0271699,2022.193116,4755.469483,4,4
1346,TuMe1897,captured;UF trap line,4/12/2017,NA,516,NA,553939,2806569,Live,33,87.4,1.3,Dead,Male,NA,Animal ID previously used by FWC. Kept for possible transfer to Ohio.,4/14/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Male,NA,NA,1300,3.617441634,2017,4,12,Apr,NA,Group4,1,8241.675861,2941.245484,1749.494213,1986.013595,56.32051136,5724.00428,4,4
678,TuMe1898,captured;UF trap line,4/13/2017,DFC2,525,NA,552332,2806274,Live,30.4,80.3,0.95,Dead,Female,NA,Animal ID previously used by FWC.,4/13/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,950,3.3814491,2017,4,13,Apr,NA,Group4,1,7516.535439,1358.530456,125.1718818,384.8843982,1689.864492,4816.788245,12,15
1347,TuMe1899,captured;UF trap line,4/14/2017,NA,433,NA,553958,2806570,Live,18.5,51.8,0.225,Dead,Female,NA,NA,4/14/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,225,3.553590113,2017,4,14,Apr,NA,Group2,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1348,TuMe1900,captured,4/14/2017,Near TH2,NA,Hand captured near TH2,553727,2806565,Live,11.5,30.7,0.04,Alive,Male,NA,Malnourished- super skinny- can see backbone and leg tendons. Kept by FWC for outreach.,,kept by FWC for outreach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,40,2.63006493,2017,4,14,Apr,NA,Group1,1,8163.779333,2729.211791,1539.629176,1774.668983,266.7508201,5616.057781,4,4
1349,TuMe1901,captured;UF trap line,4/21/2017,NA,518,NA,553937,2806575,Live,29,79.8,0.75,Dead,Male,NA,NA,4/21/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,750,3.075156833,2017,4,21,Apr,NA,Group4,1,8246.55037,2939.329345,1748.444452,1984.603235,56.88585061,5728.165937,4,4
679,TuMe1902,captured;UF trap line,4/21/2017,NA,577,NA,552318,2806240,Live,25.1,70.6,0.5,Dead,Female,NA,NA,4/21/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,500,3.161905164,2017,4,21,Apr,NA,Group3,1,7480.559137,1351.695602,124.5311206,382.5388869,1710.160811,4780.280013,12,15
253,TuMe1906,captured;UF trap line,4/25/2017,NA,468,NA,551008,2806486,Live,29.5,80.4,0.78,Dead,Male,NA,NA,4/25/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,780,3.038285316,2017,4,25,Apr,NA,Group4,1,7603.127317,46.09772229,1216.001645,959.8708246,2986.641257,4852.09903,4,4
54,TuMe1909,captured;UF trap line,3/30/2017,TH29,489,NA,551054,2801754,Live,29.7,81.2,0.91,Dead,Female,NA,NA,3/30/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,910,3.47353792,2017,3,30,Mar,NA,Group4,1,2872.410312,4777.328228,4692.615475,4714.269827,5654.757466,120.9338662,5,5
1350,TuMe1911,captured;UF trap line,4/26/2017,NA,433,NA,553958,2806570,Live,19.7,56.3,0.22,Dead,Male,NA,NA,4/26/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,220,2.877557446,2017,4,26,Apr,NA,Group2,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
680,TuMe1912,captured;UF trap line,4/26/2017,NA,574,NA,552213,2806478,Live,15.7,45.3,0.12,Dead,Male,NA,NA,4/26/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,120,3.100860928,2017,4,26,Apr,NA,Group1,1,7697.014096,1216.155418,176.0255663,269.4531499,1783.213111,4984.236351,4,4
681,TuMe1913,captured;UF trap line,3/31/2017,HH9,448,NA,551859,2806542,Live,34.1,82.6,1.4,Dead,Female,NA,Tail regeneration: 23.3cm,3/31/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,1400,3.530733179,2017,3,31,Mar,NA,Group4,1,7711.115743,861.0702643,425.2070084,191.971352,2134.43318,4976.028939,4,4
682,TuMe1916,captured;UF trap line,4/5/2017,NA,449,NA,552063,2806545,Live,35.7,93.9,1.55,Alive,Male,NA,"Measured alive on 5-Apr-2017. Measured dead 7-Apr-2017: SVL: 35.5cm, TL: 94.3cm, weight: 1.32kg.",4/7/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Male,NA,NA,1550,3.406646341,2017,4,5,Apr,NA,Group4,1,7740.416332,1065.092015,284.0035211,193.4580058,1930.414463,5016.622071,4,4
1351,TuMe1921,captured;UF trap line,4/7/2017,NA,516,Possibly killed TuMe1923 which was found dead in trap with this animal; stub tail.,553939,2806569,Live,42.3,67.2,2.4,Dead,Male,NA,Regen tail: 4.3cm; Possibly killed TuMe1923 which was found dead in trap with this animal.,4/7/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,2400,3.170955443,2017,4,7,Apr,NA,Group4,1,8241.675861,2941.245484,1749.494213,1986.013595,56.32051136,5724.00428,4,4
683,TuMe1922,captured;UF trap line,4/7/2017,TH8,447,NA,552063,2806545,Live,28.1,75.4,0.65,Dead,Male,NA,NA,4/7/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,650,2.929506034,2017,4,7,Apr,NA,Group4,1,7740.416332,1065.092015,284.0035211,193.4580058,1930.414463,5016.622071,4,4
684,TuMe1924,captured;UF trap line,4/19/2017,JD1,574,NA,552213,2806478,Live,26,73.2,0.55,Dead,Female,NA,NA,4/19/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,550,3.129267183,2017,4,19,Apr,NA,Group3,1,7697.014096,1216.155418,176.0255663,269.4531499,1783.213111,4984.236351,4,4
685,TuMe1925,captured;UF trap line,4/19/2017,JD3,576,NA,552327,2806273,Live,35,91.8,1.15,Dead,Female,NA,Scarring near back right leg,4/19/2017,NA,35.2,92.1,1.13,10.354,NA,Normal,NA,Normal,Female,76.546,NA,0,Female,0.2,0.02,1150,2.682215743,2017,4,19,Apr,0.900347826,Group4,1,7514.643638,1353.811287,120.5404496,380.3603555,1694.963126,4814.484915,12,15
686,TuMe1926,captured;UF trap line,4/19/2017,HH9,448,NA,551859,2806542,Live,23.9,70.3,0.4,Dead,Female,NA,NA,4/19/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,400,2.929991014,2017,4,19,Apr,NA,Group3,1,7711.115743,861.0702643,425.2070084,191.971352,2134.43318,4976.028939,4,4
687,TuMe1927,captured;UF trap line,4/19/2017,DFE1,534,NA,551800,2806556,Live,19.5,54.9,0.21,Dead,Female,NA,NA,4/19/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,210,2.832144844,2017,4,19,Apr,NA,Group2,1,7718.408191,802.3895563,482.3028094,239.2070233,2193.191738,4980.482406,4,4
2024,TuMe1928,captured;UF trap line,4/26/2017,RRP2- Redland rock pit,584,NA,550625,2812210,Live,33.7,89.4,1.4,Alive,Male,NA,Kept for transfer to Ohio,,Transferred to Miami University of Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,1400,3.657954786,2017,4,26,Apr,NA,Group4,1,13331.31089,5691.236245,6116.91826,5981.343411,6556.222159,10584.09996,7,8
254,TuMe1929,captured;UF trap line,4/27/2017,NA,468,NA,551008,2806486,Live,27.8,74.8,0.85,Dead,Male,NA,NA,4/27/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,850,3.956257384,2017,4,27,Apr,NA,Group4,1,7603.127317,46.09772229,1216.001645,959.8708246,2986.641257,4852.09903,4,4
2025,TuMe1930,captured;UF trap line,4/27/2017,RRP3- redland rock pit,585,NA,550653,2812217,Live,29.6,66.4,1,Alive,Female,NA,kept for transfer. Regen tail: 14.7 cm,,Transferred to Miami University of Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,1000,3.85589205,2017,4,27,Apr,NA,Group4,1,13337.62636,5696.456881,6116.491968,5981.977098,6547.902259,10590.03706,7,8
255,TuMe1931,captured;UF trap line,5/3/2017,NA,572,NA,549372,2806546,Live,20.7,60.1,0.25,Dead,Male,NA,NA,5/3/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,250,2.818570955,2017,5,3,May,NA,Group2,1,7826.623346,1626.069187,2848.469765,2595.314239,4621.164572,5187.160399,4,4
688,TuMe1933,captured;UF trap line,4/28/2017,NA,449,NA,551859,2806542,Live,14,32,0.075,Dead,Male,NA,"missing tip of tail. Very skinny, young of last year",4/28/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,75,2.733236152,2017,4,28,Apr,NA,Group1,1,7711.115743,861.0702643,425.2070084,191.971352,2134.43318,4976.028939,4,4
689,TuMe1934,captured;UF trap line,4/28/2017,NA,534,NA,551800,2806556,Live,26.7,74.5,0.6,Dead,Male,NA,NA,4/28/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,600,3.152226867,2017,4,28,Apr,NA,Group3,1,7718.408191,802.3895563,482.3028094,239.2070233,2193.191738,4980.482406,4,4
256,TuMe1935,captured;UF trap line,5/3/2017,NA,571,NA,549374,2806546,Live,29.4,79.7,0.84,Dead,Male,NA,NA,5/3/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,840,3.305501015,2017,5,3,May,NA,Group4,1,7826.216774,1624.069272,2846.477121,2593.318338,4619.164643,5186.518003,4,4
690,TuMe1936,captured;UF trap line,5/3/2017,NA,449,NA,551846,2806539,Live,24.2,71.4,0.51,Dead,Male,NA,NA,5/3/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,510,3.598521304,2017,5,3,May,NA,Group3,1,7706.637399,848.037735,434.3558449,196.817174,2147.492724,4970.942969,4,4
691,TuMe1937,captured;UF trap line,5/3/2017,NA,525,NA,552332,2806274,Live,31.2,85.6,0.99,Dead,Female,NA,NA,5/3/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,990,3.259653315,2017,5,3,May,NA,Group4,1,7516.535439,1358.530456,125.1718818,384.8843982,1689.864492,4816.788245,12,15
692,TuMe1938,captured;UF trap line,5/3/2017,NA,438,NA,553145,2806554,Live,36,94.5,1.43,Dead,Male,NA,NA,5/3/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,1430,3.064986283,2017,5,3,May,NA,Group4,1,7975.023636,2147.123192,968.3640844,1195.727812,848.5664382,5351.788112,5,5
2026,TuMe1939,captured;UF trap line,5/4/2017,RRP5,587,NA,550673,2812216,Live,35.3,93.6,1.5,Alive,Male,NA,Kept for transfer to Ohio,,"Shipped to Paule Schaeffer, Miami University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,1500,3.410100221,2017,5,4,May,NA,Group4,1,13336.17524,5694.28222,6110.463567,5976.656005,6536.861709,10588.32754,7,8
257,TuMe1940,captured;UF trap line,5/4/2017,NA,461,NA,549489,2806515,Live,21.6,59,0.36,Dead,Male,NA,NA,5/4/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,360,3.572245085,2017,5,4,May,NA,Group2,1,7773.226422,1509.084822,2729.324092,2476.682055,4504.543928,5121.197223,4,4
1352,TuMe1943,captured;UF trap line,5/4/2017,NA,515,NA,553940,2806565,Live,29.3,81.8,0.81,Dead,Male,NA,NA,5/4/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,810,3.2201949,2017,5,4,May,NA,Group4,1,8238.306865,2942.196458,1749.876853,1986.632578,56.64803615,5721.063013,4,4
1353,TuMe1944,captured;UF trap line,5/4/2017,NA,518,NA,553937,2806575,Live,21.3,59.2,0.28,Dead,Female,NA,NA,5/4/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,280,2.897471821,2017,5,4,May,NA,Group2,1,8246.55037,2939.329345,1748.444452,1984.603235,56.88585061,5728.165937,4,4
1354,TuMe1945,captured;UF trap line,5/5/2017,NA,433,NA,553958,2806570,Live,20,57.6,0.28,Dead,Female,NA,NA,5/5/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,280,3.5,2017,5,5,May,NA,Group2,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1355,TuMe1946,captured;UF trap line,5/5/2017,NA,437,NA,553415,2806531,Live,27.3,70.5,0.66,Dead,Male,NA,NA,5/5/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,660,3.243814378,2017,5,5,May,NA,Group4,1,8031.145933,2417,1226.566753,1460.825109,580.5170109,5442.975749,4,4
1356,TuMe1947,captured;UF trap line,5/5/2017,NA,522,NA,553417,2806520,Live,31.6,86.1,1.06,Dead,Male,NA,NA,5/5/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,1060,3.359267725,2017,5,5,May,NA,Group4,1,8021.282815,2419.02501,1226.528842,1461.719877,579.6559324,5433.956202,4,4
693,TuMe1948,captured;UF trap line,5/5/2017,NA,532,NA,552004,2806371,Live,24.6,57.9,0.44,Dead,Male,NA,tail regen: 17.4 cm,5/5/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,440,2.955611551,2017,5,5,May,NA,Group3,1,7559.877248,1018.644197,217.2487054,42.95346319,2000.479193,4834.293537,4,4
1854,TuMe1949,captured;UF trap line,5/5/2017,NA,536,NA,551004,2807594,Live,27.1,76,0.7,Dead,Female,NA,NA,5/5/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,700,3.517144143,2017,5,5,May,NA,Group4,1,8711.091837,1063.016933,1767.399219,1546.466941,3154.71108,5960.102768,4,4
2027,TuMe1950,captured;UF trap line,5/9/2017,RRP4 - Redland rockpit,586,NA,550654,2812216,Live,29.6,81,0.97,Alive,Male,NA,Kept for Transfer,,"Shipped to Paul Schaeffer, Miami University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,970,3.740215288,2017,5,9,May,NA,Group4,1,13336.60335,5695.39823,6115.270395,5980.782557,6546.532059,10589.00132,7,8
1357,TuMe1951,captured;UF trap line,5/9/2017,NA,433,NA,553958,2806570,Live,23.8,66,0.46,Dead,Male,NA,NA,5/9/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,460,3.412140932,2017,5,9,May,NA,Group3,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
258,TuMe1953,captured;UF trap line,5/9/2017,NA,508,NA,550996,2806366,Live,28,75.9,0.67,Dead,Female,NA,NA,5/9/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,670,3.052113703,2017,5,9,May,NA,Group4,1,7483.068421,165.0121208,1215.685815,966.1014439,3004.990849,4732.195368,5,6
1358,TuMe1954,captured;UF trap line,5/10/2017,TH3,437,NA,553415,2806531,Live,30.2,82.6,0.88,Dead,Female,NA,NA,5/10/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,880,3.194933648,2017,5,10,May,NA,Group4,1,8031.145933,2417,1226.566753,1460.825109,580.5170109,5442.975749,4,4
694,TuMe1955,captured;UF trap line,5/10/2017,NA,439,NA,553188,2806558,Live,34,92,1.22,Dead,Male,NA,NA,5/10/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,1220,3.10400977,2017,5,10,May,NA,Group4,1,7990.732194,2190.166432,1010.950048,1238.854309,805.4526678,5372.520544,5,5
1359,TuMe1956,captured;UF trap line,5/10/2017,DFA5,518,NA,553939,2806575,Live,18.7,52.5,0.18,Dead,Female,NA,NA,5/10/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,180,2.752629028,2017,5,10,May,NA,Group2,1,8247.271609,2941.329121,1750.41995,1986.593567,54.91812087,5729.178039,4,4
695,TuMe1957,captured;UF trap line,5/10/2017,DFC2,525,NA,552332,2806254,Live,24.1,70.2,0.48,Dead,Female,NA,NA,5/10/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,480,3.429178638,2017,5,10,May,NA,Group3,1,7496.870347,1362.455504,131.1030129,390.8657058,1693.659352,4797.5253,12,15
696,TuMe1958,captured;UF trap line,5/10/2017,DFC4,527,NA,552331,2806269,Live,23.5,68,0.37,Dead,Female,NA,NA,5/10/2017,Disposed of at South Dade Landfill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,370,2.851006039,2017,5,10,May,NA,Group3,1,7511.436946,1358.503957,125.4192968,385.3336217,1691.774217,4811.703337,12,15
