OID_,UF_Animal_ID,Status,Capture_Date,Capture_Location,Trap_Name,Capture_Notes,UTM_Easting,UTM_Northing,Specimen_Condition,Intake_SVL,Intake_TL,Intake_Weight_kg,Measurements,Intake_Sex,Age_Class,General_Notes,Euth_Date,Final_Disposition,Nec_SVL,Nec_TL,Nec_Weight_kg,fat_g,Malformations,Extremities,Extremities_Notes,Reproductive_Sys,Nec_Sex,GI_Wt,Additional_Notes,Date_Diff,Analysis_Sex,SVL_Diff,Weight_Diff,mass_g,fulton,year,month_numb,day,month,percfat,sizeclass,NEAR_FID,C110111_DIST,C110424_DIST,JDC_DIST,Pond_DIST,UP_DIST,WCS_DIST,Hab1,Hab2
137,TuMe2553,captured;UF trap line,7/4/2018,HH17,690,NA,548306,2806513,Live,25.9,73.5,0.48,Dead,Male,NA,NA,7/4/2018,NA,25.3,72,0.49,1.298,NA,Normal,NA,Normal,Male,21.02,NA,0,Male,0.6,0.01,480,2.762752275,2018,7,4,Jul,0.270416667,Group3,1,8079.719302,2692.060178,3909.697814,3658.418374,5687.455758,5592.309898,5,6
313,TuMe2554,captured;UF trap line,7/4/2018,HH38,695,NA,550999,2805768,Live,24,66.6,0.4,Dead,Male,NA,NA,7/4/2018,NA,23.7,65,0.41,8.773,NA,Normal,NA,Normal,Male,27.478,mid-body girth: 15.6 cm,0,Male,0.3,0.01,400,2.893518519,2018,7,4,Jul,2.19325,Group3,1,6885.088961,763.0006553,1323.50935,1141.014023,3103.469832,4134.193513,5,6
16,TuMe2555,captured;UF trap line,7/4/2018,SG5,788,NA,555684,2797147,Live,25.3,70.7,0.48,NA,Male,NA,NA,7/4/2018,NA,24.5,69,0.48,3.958,NA,Normal,NA,Normal,Male,51.468,mid-body girth: 17.3 cm,0,Male,0.8,0,480,2.964010064,2018,7,4,Jul,0.824583333,Group3,1,5029.124775,10488.94904,9791.971252,9954.977298,9588.291036,6458.265557,9,11
1520,TuMe2556,captured;UF trap line,7/5/2018,TH1,793,NA,553958,2806570,Live,21.6,43.4,0.29,Dead,Female,NA,Tail Regen= 14.6 cm,7/5/2018,NA,20.3,41.5,0.29,4.109,Tail regen: 14.6 cm,Normal,NA,Normal,Female,29.703,NA,0,Female,1.3,0,290,2.877641874,2018,7,5,Jul,1.416896552,Group2,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1896,TuMe2557,captured;UF trap line,7/5/2018,TH40,661,NA,551006,2807185,Live,19.3,52.4,0.21,Dead,Male,NA,Inncorrectly sexed as female during Intake. Corrected to male after necropsy on 03 Feb 2020 - NPS,7/5/2018,NA,18.9,51.3,0.2,1.408,NA,Normal,NA,Normal,Male,10.966,Inncorrectly sexed as female during intake,0,Male,0.4,0.01,210,2.921106343,2018,7,5,Jul,0.67047619,Group2,1,8302.106239,654.0489278,1493.085731,1249.784381,3046.665226,5551.09809,5,5
314,TuMe2558,captured;UF trap line,7/5/2018,DFM3,699,NA,550980,2805728,Live,22,62.7,0.32,Dead,Male,NA,NA,7/5/2018,NA,21,61,0.32,3.379,NA,Normal,NA,Normal,Male,22.655,NA,0,Male,1,0,320,3.005259204,2018,7,5,Jul,1.0559375,Group2,1,6845.0187,803.2017181,1357.341519,1178.740005,3132.509856,4094.425112,5,6
62,TuMe2559,captured;UF trap line,7/5/2018,TH20,731,NA,551024,2801657,Live,17.3,46.1,0.11,Dead,Female,NA,NA,7/5/2018,NA,16.3,45,0.12,0.042,NA,Normal,NA,Normal,Female,1.948,NA,0,Female,1,0.01,110,2.124488457,2018,7,5,Jul,0.038181818,Group2,1,2774.648807,4874.069347,4794.019295,4815.243815,5753.272547,27.45906044,4,4
1897,TuMe2560,captured;UF trap line,7/5/2018,TH30,719,NA,551014,2806945,Live,24.3,68.6,0.47,Dead,Male,NA,NA,7/5/2018,NA,24.4,68.4,0.47,1.151,NA,Normal,NA,Normal,Male,2.336,NA,0,Male,0.1,0,470,3.275510811,2018,7,5,Jul,0.244893617,Group3,1,8062.155047,414.3090634,1357.889907,1103.598206,3000.673424,5311.05884,5,5
1521,TuMe2561,captured;UF trap line,7/6/2018,TH1,793,NA,553958,2806570,Live,25.9,73.1,0.54,Dead,Female,NA,NA,7/6/2018,NA,25.5,73,0.53,3.74,NA,Normal,NA,Normal,Female,41.015,NA,0,Female,0.4,0.01,540,3.108096309,2018,7,6,Jul,0.692592593,Group3,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1522,TuMe2562,captured;UF trap line,7/6/2018,TH2,795,NA,553926,2806567,Live,20.9,50.3,0.31,Dead,Male,NA,NA,7/6/2018,NA,21.2,60.2,0.3,0.844,NA,Normal,NA,Normal,Male,41.661,mid-body girth: 14.3 cm; total length on intake form is 50.3 cm which is 10 cm smaller than necropsy measurement of total length,0,Male,0.3,0.01,310,3.395649341,2018,7,6,Jul,0.272258065,Group2,1,8235.125986,2928.221303,1736.341268,1972.882409,69.37578828,5715.702756,4,4
897,TuMe2563,captured;UF trap line,7/6/2018,TH5,801,NA,552332,2806544,Live,29.2,78.8,0.76,Dead,Female,NA,NA,7/6/2018,NA,28,77.2,0.75,11.909,NA,Normal,NA,Normal,Female,46.463,mid-body girth: 18.4 cm,0,Female,1.2,0.01,760,3.052565826,2018,7,6,Jul,1.566973684,Group4,1,7782.18125,1334.063342,271.0129148,404.7171852,1661.505943,5077.395888,4,4
898,TuMe2564,captured;UF trap line,7/6/2018,TH8,645,NA,552063,2806545,Live,21.6,48.8,0.32,Dead,Male,NA,Tail regen: 16.5 cm,7/6/2018,NA,20.6,46.7,0.31,4.053,regen tail: 16.2 cm,Normal,missing nail from the middle digit of the front right hand,Normal,Male,23.971,mid-body girth: 15.1 cm,0,Male,1,0.01,320,3.175328964,2018,7,6,Jul,1.2665625,Group2,1,7740.416332,1065.092015,284.0035211,193.4580058,1930.414463,5016.622071,4,4
315,TuMe2565,captured;UF trap line,7/6/2018,DFN5,669,NA,550976,2806546,Live,23.9,52.7,0.37,Dead,Female,NA,Tail regen: 15.9 cm,7/6/2018,NA,22.2,50.3,0.35,1.069,regen tail: 15.5 cm,Normal,NA,Normal,Female,14.366,NA,0,Female,1.7,0.02,370,2.710241688,2018,7,6,Jul,0.288918919,Group3,1,7663.009396,26.62705391,1257.891887,999.8759923,3017.252061,4912.403994,5,6
1523,TuMe2567,captured;UF trap line,7/10/2018,TH1,793,NA,553958,2806570,Live,29.7,82.2,0.9,Dead,Male,NA,NA,7/10/2018,NA,29.4,82,0.89,29.902,NA,Normal,NA,Normal,Male,91.925,NA,0,Male,0.3,0.01,900,3.435367174,2018,7,10,Jul,3.322444444,Group4,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1524,TuMe2568,captured;UF trap line,7/10/2018,HH1,794,NA,553958,2806546,Live,22.2,62.2,0.38,Dead,Male,NA,NA,7/10/2018,NA,22.9,60.8,0.34,0.481,NA,Normal,NA,Normal,Male,34.496,mid-body girth: 15.6 cm,0,Male,0.7,0.04,380,3.473159061,2018,7,10,Jul,0.126578947,Group2,1,8227.126169,2960.038007,1764.947591,2002.890911,52.40229003,5713.869529,4,4
1898,TuMe2569,captured;UF trap line,7/10/2018,DFF1,663,NA,551004,2807594,Live,21.9,61.6,0.3,Dead,Male,NA,NA,7/10/2018,NA,21.6,60.6,0.29,0.593,NA,Normal,NA,Normal,Male,28.099,mid-body girth: 13.7 cm,0,Male,0.3,0.01,300,2.856201943,2018,7,10,Jul,0.197666667,Group2,1,8711.091837,1063.016933,1767.399219,1546.466941,3154.71108,5960.102768,4,4
1899,TuMe2570,captured;UF trap line,7/10/2018,HH41,670,NA,550977,2807005,Live,26.5,71.3,0.6,Dead,Female,NA,NA,7/10/2018,NA,26,70.6,0.59,7.269,NA,Normal,NA,Normal,Female,32.39,Mid body girth: 17.2cm,0,Female,0.5,0.01,600,3.224138047,2018,7,10,Jul,1.2115,Group3,1,8122.010404,474.4649618,1419.330124,1166.554757,3045.103611,5371.357836,5,6
1525,TuMe2571,captured,7/10/2018,DDC3 - trap along US1 bridge wall,NA,Trap was placed out in response to detector dog interest,553961,2806652,Live,29.1,70.3,0.79,Dead,Female,NA,Tail regen = 2.1 cm,7/11/2018,NA,28.5,69.2,0.79,27.573,Tail regen: 2.5 cm,Normal,NA,Normal,Female,60.517,NA,1,Female,0.6,0,790,3.205886364,2018,7,10,Jul,3.490253165,Group4,1,8327.02648,2965.469609,1785.637421,2017.420383,74.24957912,5806.755376,5,5
1526,TuMe2572,captured,7/10/2018,DDC4 - trap along US1 bridge wall,NA,Trap was placed out in response to detector dog interest,553967,2806652,Live,19.2,51.6,0.17,Dead,Female,NA,Missing tip of digit on back left toe closest to body,7/11/2018,NA,17.5,50,0.17,0.225,NA,Normal,missing nail on inside digit of rear left foot,Normal,Female,12.126,NA,1,Female,1.7,0,170,2.401846427,2018,7,10,Jul,0.132352941,Group2,1,8329.187836,2971.464622,1791.52142,2023.36576,71.86793444,5809.776932,5,5
1527,TuMe2573,captured,7/10/2018,DDC6 - trap next to active burrow,NA,Trap placed in response to detector dog interest,553972,2806631,Live,22.9,53.9,0.3,Dead,Male,NA,Tail regen = 6.4 cm,7/11/2018,NA,21.7,51.9,0.3,0.416,Regen tail: 6.5 cm,Normal,NA,Normal,Male,19.971,Mid-body girth: 14.3 cm,1,Male,1.2,0,300,2.498128693,2018,7,10,Jul,0.138666667,Group3,1,8311.411914,2975.680762,1792.452231,2025.611266,50.56678752,5794.17794,5,5
1528,TuMe2574,captured;UF trap line,7/11/2018,TH1,793,NA,553958,2806570,Live,28.8,77.5,0.68,Dead,Male,NA,Light green coloration,7/11/2018,NA,27.6,76.5,0.67,0.641,NA,Normal,NA,Normal,Male,69.053,mid-body girth: 18.2 cm,0,Male,1.2,0.01,680,2.846632802,2018,7,11,Jul,0.094264706,Group4,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1529,TuMe2575,captured;UF trap line,7/11/2018,HH1,794,N. Jennings tripped trap for capture,553958,2806546,Live,13.1,37.5,0.08,Dead,Male,NA,Incorrectly sexed at intake; corrected at necropsy on 04-Feb-2020 - C. Klovanish,7/11/2018,NA,12.7,36,0.074,0.187,NA,Normal,NA,Normal,Male,14.129,Incorrectly sexed at intake,0,Male,0.4,0.006,80,3.558574809,2018,7,11,Jul,0.23375,Group1,1,8227.126169,2960.038007,1764.947591,2002.890911,52.40229003,5713.869529,4,4
1530,TuMe2576,captured;UF trap line,7/11/2018,TH2,795,NA,553926,2806567,Live,20.5,49.5,0.26,Dead,Male,NA,Tail regen = 9.1 cm,7/11/2018,NA,20,49.5,0.26,0.154,NA,Normal,NA,Normal,Male,20.106,NA,0,Male,0.5,0,260,3.017948085,2018,7,11,Jul,0.059230769,Group2,1,8235.125986,2928.221303,1736.341268,1972.882409,69.37578828,5715.702756,4,4
899,TuMe2577,captured;UF trap line,7/11/2018,HH9,653,NA,551862,2806540,Live,25.8,53.2,0.48,Dead,Male,NA,Tail regen = 17.2 cm,7/11/2018,NA,24.4,52.6,0.47,2.514,regen tail: 17.0 cm,Normal,NA,Normal,Male,32.654,mid-body girth: 16.8 cm,0,Male,1.4,0.01,480,2.795001977,2018,7,11,Jul,0.52375,Group3,1,7709.478128,864.0468737,421.6017078,188.6796226,2131.475076,4974.551739,4,4
138,TuMe2578,captured;UF trap line,7/11/2018,TH16,687,NA,548701,2806513,Live,11.9,33.2,0.04,Dead,Female,NA,NA,7/11/2018,NA,11.4,32.2,0.0399,0.03,NA,Normal,NA,Normal,Female,3.224,mid-body girth: 6.8 cm,0,Female,0.5,0.0001,40,2.373663257,2018,7,11,Jul,0.075,Group1,1,7958.521785,2297.070526,3515.338106,3263.711078,5292.489773,5410.257388,5,6
139,TuMe2581,captured;UF trap line,7/12/2018,HH18,692,NA,547801,2806515,Live,27,74.3,0.65,Dead,Male,NA,NA,7/13/2018,NA,26.9,74.3,0.7,2.306,NA,Normal,NA,Normal,Male,76.749,Mid-body girth = 19.4 cm,1,Male,0.1,0.05,650,3.302342123,2018,7,12,Jul,0.354769231,Group4,1,8261.476442,3197.040037,4414.142046,4163.189402,6192.395659,5857.371851,5,6
316,TuMe2582,captured;UF trap line,7/12/2018,HH38,695,NA,550999,2805768,Live,25.8,60.8,0.5,Dead,Male,NA,NA,7/12/2018,NA,25.2,60.7,0.5,8.58,regen tail = 17.0 cm,Normal,NA,Normal,Male,40.076,mid body girth: 16.6 cm,0,Male,0.6,0,500,2.911460393,2018,7,12,Jul,1.716,Group3,1,6885.088961,763.0006553,1323.50935,1141.014023,3103.469832,4134.193513,5,6
1531,TuMe2583,captured;UF trap line,7/13/2018,TH1,793,NA,553958,2806570,Live,25.8,69.7,0.5,Dead,Female,NA,NA,7/13/2018,NA,25,68,0.48,1.816,NA,Normal,NA,Normal,Female,45.587,NA,0,Female,0.8,0.02,500,2.911460393,2018,7,13,Jul,0.3632,Group3,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
900,TuMe2584,captured;UF trap line,7/13/2018,NA,802,NA,552308,2806532,Live,24.3,55.8,0.44,Dead,Male,NA,Tail Regen 20.3 cm,7/13/2018,NA,24.1,54.7,0.43,8.208,Regen tail: 20.1 cm,Normal,NA,Normal,Male,33.42,Mid-body girth: 16.3 cm,0,Male,0.2,0.01,440,3.066435653,2018,7,13,Jul,1.865454545,Group3,1,7766.179048,1310.000382,250.0079999,377.9153344,1685.833325,5059.719854,4,4
901,TuMe2585,captured;UF trap line,7/13/2018,DFE1,655,NA,551800,2806556,Live,23.4,65.7,0.38,Dead,Male,NA,NA,7/13/2018,NA,22.9,64.9,0.36,1.798,NA,Normal,NA,Abnormal,Male,31.289,Mid-body girth: 14.4 cm,0,Male,0.5,0.02,380,2.965760143,2018,7,13,Jul,0.473157895,Group3,1,7718.408191,802.3895563,482.3028094,239.2070233,2193.191738,4980.482406,4,4
140,TuMe2587,captured;UF trap line,7/13/2018,HH16,688,NA,548679,2806515,Live,28.5,80,0.82,Dead,Female,NA,NA,7/13/2018,NA,27.9,80.9,0.82,19.021,NA,Normal,NA,Normal,Female,23.58,Mid-body girth: 18.0cm,0,Female,0.6,0,820,3.542250517,2018,7,13,Jul,2.319634146,Group4,1,7966.721346,2319.055196,3537.41855,3285.77449,5314.461026,5421.601332,5,6
1532,TuMe2606,captured;UF trap line,7/17/2018,TH1,793,NA,553958,2806570,Live,23.9,68.6,0.43,Dead,Male,NA,NA,7/17/2018,NA,23.2,67.8,0.44,4.103,NA,Normal,NA,Abnormal,Male,34.699,mid-body girth: 15.4 cm,0,Male,0.7,0.01,430,3.149740341,2018,7,17,Jul,0.954186047,Group3,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1900,TuMe2608,captured;UF trap line,7/17/2018,DFF1,663,NA,551004,2807594,Live,13.6,37.7,0.06,Dead,Female,NA,NA,7/17/2018,NA,12.8,36.8,0.07,0.101,NA,Normal,NA,Normal,Male,10.91,NA,0,Male,0.8,0.01,60,2.385253409,2018,7,17,Jul,0.168333333,Group1,1,8711.091837,1063.016933,1767.399219,1546.466941,3154.71108,5960.102768,4,4
317,TuMe2609,captured;UF trap line,7/17/2018,HH13,677,NA,550475,2806528,Live,22.2,50.9,0.34,Dead,Male,NA,Tail regen = 17.4 cm,7/17/2018,NA,21.9,49.9,0.36,6.825,Regen tail = 17.3 cm,Normal,NA,Normal,Male,15.104,Mid-body girth = 13.7 cm,0,Male,0.3,0.02,340,3.107563371,2018,7,17,Jul,2.007352941,Group2,1,7660.623082,523.0086041,1749.657395,1494.347015,3518.461738,4926.391377,5,6
318,TuMe2610,captured;UF trap line,7/17/2018,TH20,731,NA,551014,2805945,Live,19.8,52.6,0.25,Dead,Female,NA,NA,7/17/2018,NA,19,52,0.26,1.271,NA,Normal,NA,Normal,Female,41.09,NA,0,Female,0.8,0.01,250,3.220656725,2018,7,17,Jul,0.5084,Group2,1,7062.177001,586.2183893,1248.144623,1043.03835,3046.972432,4311.072488,4,4
17,TuMe2611,captured;UF trap line,7/17/2018,SG2,791,NA,555770,2797148,Live,26.3,69,0.52,Dead,Male,NA,Tail regen = 14.9 cm,7/17/2018,NA,24.9,66.9,0.52,0.185,Regen tail: 14.7cm,Normal,NA,Normal,Male,43.05,Mid-body girth: 16.7cm,0,Male,1.4,0,520,2.858486189,2018,7,17,Jul,0.035576923,Group3,1,5109.585208,10526.75985,9821.879454,9986.525322,9602.848432,6519.705285,9,11
1533,TuMe2612,captured;UF trap line,7/18/2018,TH1,793,NA,553958,2806546,Live,20.4,56,0.25,Dead,Female,NA,NA,7/18/2018,NA,19.9,54.7,0.26,0.6,NA,Normal,NA,Normal,Female,26.501,mid-body girth: 14.1 cm,0,Female,0.5,0.01,250,2.944757295,2018,7,18,Jul,0.24,Group2,1,8227.126169,2960.038007,1764.947591,2002.890911,52.40229003,5713.869529,4,4
1534,TuMe2613,captured;UF trap line,7/18/2018,NA,795,NA,553926,2806546,Live,24.3,67.1,0.49,Dead,Female,NA,NA,7/18/2018,NA,23,65,0.51,20.035,NA,Normal,NA,Normal,Female,61.962,NA,0,Female,1.3,0.02,490,3.414894249,2018,7,18,Jul,4.08877551,Group3,1,8215.534858,2928.038422,1733.260511,1971.00279,77.52418977,5697.588349,4,4
902,TuMe2614,captured;UF trap line,7/18/2018,TH9,654,NA,551846,2806556,Live,12,33.2,0.04,Dead,Unknown,NA,NA,7/18/2018,NA,11.6,32.1,0.0407,0.025,NA,Normal,NA,Abnormal,Male,1.784,"mid-body girth: 6.1 cm. Sex marked as unknown at intake, necropsy determined individual to be male with some female reproductive characteristics",0,Male,0.4,0.0007,40,2.314814815,2018,7,18,Jul,0.0625,Group1,1,7723.525944,848.3684341,443.8603384,210.788994,2147.195846,4987.718216,4,4
319,TuMe2615,captured;UF trap line,7/18/2018,NA,728,NA,551008,2806486,Live,20.1,56.2,0.23,Dead,Female,NA,NA,7/18/2018,NA,19.7,55.1,0.23,1.662,NA,Normal,NA,Normal,Female,14.132,NA,0,Female,0.4,0,230,2.832302683,2018,7,18,Jul,0.722608696,Group2,1,7603.127317,46.09772229,1216.001645,959.8708246,2986.641257,4852.09903,4,4
1535,TuMe2617,captured;UF trap line,7/19/2018,TH1,793,NA,553958,2806570,Live,31.4,71.1,1.06,Alive,Male,NA,Tail regen = 23.9 cm,,Kept for transfer; Transferred to Miami University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,1060,3.423867275,2018,7,19,Jul,NA,Group4,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1536,TuMe2618,captured;UF trap line,7/19/2018,NA,795,NA,553926,2806567,Live,21,58.4,0.3,Dead,Male,NA,NA,7/19/2018,NA,20.7,57.8,0.3,1.522,NA,Normal,NA,Normal,Male,37.566,Mid-body girth: 15.9cm,0,Male,0.3,0,300,3.239390994,2018,7,19,Jul,0.507333333,Group2,1,8235.125986,2928.221303,1736.341268,1972.882409,69.37578828,5715.702756,4,4
903,TuMe2619,captured;UF trap line,7/19/2018,NA,653,NA,551862,2806540,Live,21.9,61.8,0.32,Dead,Female,NA,NA,7/19/2018,NA,21.8,61,0.31,0.645,NA,Normal,NA,Normal,Female,14.211,NA,0,Female,0.1,0.01,320,3.046615405,2018,7,19,Jul,0.2015625,Group2,1,7709.478128,864.0468737,421.6017078,188.6796226,2131.475076,4974.551739,4,4
904,TuMe2620,captured;UF trap line,7/19/2018,NA,655,NA,551800,2806556,Live,29.6,82.2,0.94,Dead,Male,NA,NA,7/20/2018,NA,30,82.7,0.92,30.022,NA,Normal,NA,Normal,Male,49.464,NA,1,Male,0.4,0.02,940,3.624538527,2018,7,19,Jul,3.193829787,Group4,1,7718.408191,802.3895563,482.3028094,239.2070233,2193.191738,4980.482406,4,4
1901,TuMe2621,captured;UF trap line,7/19/2018,NA,663,NA,551004,2807594,Live,11.6,34,0.05,Dead,Male,NA,NA,7/19/2018,NA,11.3,33,0.0483,0.085,NA,Normal,NA,Normal,Male,4.46,mid-body girth: 7.1 cm; tail broke off when removed from the bag; both the ventral and dorsal total length without the end of the tail is 19.0 cm; both ventral and dorsal broken tail length is 14.0 cm,0,Male,0.3,0.0017,50,3.203288368,2018,7,19,Jul,0.17,Group1,1,8711.091837,1063.016933,1767.399219,1546.466941,3154.71108,5960.102768,4,4
320,TuMe2622,captured;UF trap line,7/19/2018,NA,678,NA,549985,2806520,Live,25.3,70,0.48,Dead,Male,NA,NA,7/19/2018,NA,24,68.3,0.49,2.821,NA,Normal,NA,Normal,Male,42.059,mid-body girth: 17.8 cm,0,Male,1.3,0.01,480,2.964010064,2018,7,19,Jul,0.587708333,Group3,1,7699.494139,1013.059722,2235.654043,1981.950807,4008.527036,4998.390941,5,6
1537,TuMe2623,captured;UF trap line,7/24/2018,TH1,793,NA,553958,2806570,Live,23.2,63.9,0.38,Dead,Male,NA,NA,7/24/2018,NA,22.6,62.7,0.37,0.953,NA,Normal,NA,Normal,Male,35.599,mid-body girth: 15.8cm,0,Male,0.6,0.01,380,3.043123949,2018,7,24,Jul,0.250789474,Group3,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1538,TuMe2624,captured;UF trap line,7/24/2018,HH2,796,NA,553896,2806549,Live,29.5,78.5,0.84,Dead,Female,NA,NA,7/24/2018,NA,29.3,77.9,0.84,22.527,NA,Normal,NA,Normal,Female,85.698,NA,0,Female,0.2,0,840,3.271999572,2018,7,24,Jul,2.681785714,Group4,1,8207.568458,2898.0559,1703.996772,1941.369877,103.4649699,5685.03949,4,4
905,TuMe2625,captured;UF trap line,7/24/2018,DFC2,644,NA,552328,2806252,Live,14.7,41.6,0.09,Dead,Male,NA,"Originally identified as female, but corrected at necropsy to male, and originally weight was 0.9 kg, but corrected at necropsy to 0.09 kg on 03-Feb-2020 - NPS",7/24/2018,NA,14.6,41.3,0.09,0.026,NA,Normal,NA,Normal,Male,3.991,mid-body girth: 8.8cm; Weight entered incorrectly as 0.9 instead of 0.09 on Intake Form,0,Male,0.1,0,90,2.833286584,2018,7,24,Jul,0.028888889,Group1,1,7494.174871,1358.948491,128.1561547,387.7370243,1697.973498,4794.522395,12,15
906,TuMe2626,captured;UF trap line,7/24/2018,TH9,654,NA,551846,2806539,Live,26.1,71.6,0.54,Alive,Female,NA,NA,,Kept for Miami University; Transferred to Miami University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,540,3.037191934,2018,7,24,Jul,NA,Group3,1,7706.637399,848.037735,434.3558449,196.817174,2147.492724,4970.942969,4,4
1539,TuMe2627,captured;UF trap line,7/26/2018,HH1,794,NA,553958,2806546,Live,23,66.7,0.44,Dead,Female,NA,Shedding on left front limb,7/26/2018,NA,22.9,66.2,0.43,8.006,NA,Normal,NA,Normal,Female,41.082,Mid-body girth = 16.5 cm,0,Female,0.1,0.01,440,3.616339278,2018,7,26,Jul,1.819545455,Group3,1,8227.126169,2960.038007,1764.947591,2002.890911,52.40229003,5713.869529,4,4
907,TuMe2628,captured;UF trap line,7/26/2018,TH4,799,NA,552845,2806551,Live,28.5,74.2,0.65,Alive,Male,NA,Shedding,,Kept for Miami University; Transferred to Miami University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,650,2.807881507,2018,7,26,Jul,NA,Group4,1,7895.339448,1847.108281,682.074776,899.4053591,1148.503374,5238.17955,5,5
141,TuMe2631,captured;UF trap line,7/26/2018,TH18,691,NA,547809,2806512,Live,13.3,37.4,0.07,Dead,Male,NA,NA,7/26/2018,NA,12.5,36.1,0.07,1.246,NA,Normal,NA,Normal,Male,5.026,NA,0,Male,0.8,0,70,2.975384643,2018,7,26,Jul,1.78,Group1,1,8255.644493,3189.0566,4406.007376,4155.097231,6184.430855,5850.451606,5,6
1540,TuMe2632,captured;UF trap line,7/27/2018,TH1,793,NA,553958,2806570,Live,14.6,40.1,0.08,Dead,Male,NA,NA,7/27/2018,NA,13.5,39.2,0.07,0.25,NA,Normal,NA,Normal,Female,4.584,NA,0,Female,1.1,0.01,80,2.570581748,2018,7,27,Jul,0.3125,Group1,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
1541,TuMe2633,captured;UF trap line,7/27/2018,HH2,796,NA,553896,2806549,Live,24.2,69.1,0.52,Dead,Male,NA,NA,7/27/2018,NA,24.4,70.4,0.52,3.838,NA,Normal,NA,Normal,Male,24.649,mid-body girth: 15.5 cm; shedding,0,Male,0.2,0,520,3.669080545,2018,7,27,Jul,0.738076923,Group3,1,8207.568458,2898.0559,1703.996772,1941.369877,103.4649699,5685.03949,4,4
1542,TuMe2634,captured;UF trap line,7/27/2018,TH3,797,NA,553415,2806527,Live,22.3,60.1,0.36,Dead,Female,NA,NA,7/27/2018,NA,21,60,0.36,2.978,NA,Normal,NA,Normal,Male,33.791,NA,0,Male,1.3,0,360,3.246294468,2018,7,27,Jul,0.827222222,Group2,1,8027.336856,2417.00331,1225.826252,1460.417064,580.9027457,5439.377262,4,4
908,TuMe2635,captured;UF trap line,7/27/2018,TH4,799,NA,552845,2806551,Live,14.2,39.5,0.08,Dead,Unknown,NA,At necropsy animal had both testes and oviducts,7/27/2018,NA,14,39.5,0.0725,0.024,NA,Normal,NA,Abnormal,Male,3.121,Mid body girth: 7.3 cm. Fat pads have almost no fat in them; photos #102 2568-2573; incorrectly sexed as female during intake,0,Male,0.2,0.0075,80,2.793990685,2018,7,27,Jul,0.03,Group1,1,7895.339448,1847.108281,682.074776,899.4053591,1148.503374,5238.17955,5,5
909,TuMe2636,captured;UF trap line,7/27/2018,PTH1,647,NA,551997,2806468,Live,12.9,37.2,0.06,Dead,Male,NA,NA,7/27/2018,NA,13,37.7,0.0549,0.224,NA,Normal,NA,Normal,Male,1.693,Mid body girth: 6.6 cm. Incorrectly sexed as female during intake,0,Male,0.1,0.0051,60,2.795001977,2018,7,27,Jul,0.373333333,Group1,1,7655.018877,1000.984515,270.0462923,94.70480452,1999.426168,4928.013799,4,4
910,TuMe2638,captured;UF trap line,7/30/2018,TH8,645,Monday capture,552063,2806545,Live,16.7,46.1,0.14,Dead,Female,NA,NA,7/30/2018,NA,16.2,47,0.1272,1.291,NA,Normal,Missing nails on both forelimbs,Normal,Female,2.857,Mid-body girth: 8.9 cm,0,Female,0.5,0.0128,140,3.005928335,2018,7,30,Jul,0.922142857,Group2,1,7740.416332,1065.092015,284.0035211,193.4580058,1930.414463,5016.622071,4,4
1543,TuMe2639,captured;UF trap line,7/31/2018,HH1,794,NA,553958,2806546,Live,25.9,75.8,0.63,Dead,Male,NA,NA,7/31/2018,NA,25.7,75.5,0.61,23.402,NA,Normal,NA,Abnormal,Male,54.226,mid-body girth: 18.6 cm,0,Male,0.2,0.02,630,3.62611236,2018,7,31,Jul,3.714603175,Group3,1,8227.126169,2960.038007,1764.947591,2002.890911,52.40229003,5713.869529,4,4
1544,TuMe2640,captured;UF trap line,7/31/2018,TH1,793,NA,553958,2806570,Live,24.3,60.5,0.44,Dead,Male,NA,missing tip of tail; regen tail = 1.4cm,7/31/2018,NA,24,60,0.43,0.815,regen tail: 1.0 cm; kink in tail,Normal,NA,Abnormal,Male,32.698,NA,0,Male,0.3,0.01,440,3.066435653,2018,7,31,Jul,0.185227273,Group3,1,8249.485135,2960.256915,1768.425288,2005.022693,38.07886553,5734.514539,4,4
